,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
24,AYV.PA,Ayvens (ENXTPA:AYV),0.32%,6.34,6.32,1.08,272852,251519.14
25,BALYO.PA,Balyo SA (ENXTPA:BALYO),5.59%,0.59,0.56,0.26,913,3512.33
26,BB.PA,Société BIC SA (ENXTPA:BB),1.46%,62.60,61.70,0.94,18156,19372.52
27,BEN.PA,Bénéteau S.A. (ENXTPA:BEN),-1.21%,8.16,8.26,1.17,91098,77550.86
28,BIG.PA,BigBen Interactive (ENXTPA:BIG),-2.47%,2.17,2.23,1.14,18373,16128.33
29,BIM.PA,bioMérieux S.A. (ENXTPA:BIM),4.45%,110.30,105.60,2.48,194282,78258.00
30,BLC.PA,Bastide Le Confort Médical SA (ENXTPA:BLC),-3.50%,20.65,21.40,2.56,9338,3648.71
31,BLV.PA,Believe S.A. (ENXTPA:BLV),-1.73%,14.80,15.06,0.23,659,2921.95
32,BN.PA,Danone S.A. (ENXTPA:BN),0.80%,65.74,65.22,1.05,1025266,974184.29
33,BNP.PA,BNP Paribas SA (ENXTPA:BNP),0.63%,62.57,62.18,1.03,1689491,1639162.95
34,BOI.PA,Boiron SA (ENXTPA:BOI),-0.47%,32.00,32.15,0.75,426,566.33
35,BOL.PA,Bolloré SE (ENXTPA:BOL),0.35%,5.69,5.67,1.26,836585,662552.38
36,BON.PA,Bonduelle SCA (ENXTPA:BON),-0.76%,6.50,6.55,0.82,18364,22319.62
37,BVI.PA,Bureau Veritas SA (ENXTPA:BVI),-0.34%,29.12,29.22,1.10,528831,480997.86
38,CA.PA,Carrefour SA (ENXTPA:CA),0.81%,14.97,14.85,1.07,1433696,1334900.19
39,CAFO.PA,Centrale d'Achat Française pour l'Outre-Mer Société Anonyme (ENXTPA:CAFO),0.96%,8.40,8.32,2.52,2374,941.67
40,CAP.PA,Capgemini SE (ENXTPA:CAP),0.22%,180.45,180.05,0.88,181867,207690.81
41,CARM.PA,Carmila S.A. (ENXTPA:CARM),-1.39%,17.06,17.30,0.94,42646,45445.10
42,CATG.PA,SA Catana Group (ENXTPA:CATG),0.81%,4.98,4.94,0.66,18555,28039.48
43,CDA.PA,Compagnie des Alpes SA (ENXTPA:CDA),-0.58%,13.62,13.70,0.85,20749,24320.71
44,CGM.PA,Cegedim SA (ENXTPA:CGM),0.80%,12.60,12.50,1.11,3538,3175.67
45,CLA.PA,Claranova SE (ENXTPA:CLA),0.28%,1.43,1.43,0.19,10794,58211.86
46,CLARI.PA,Clariane SE (ENXTPA:CLARI),-2.06%,1.71,1.75,0.48,615676,1286855.05
47,CO.PA,"Casino, Guichard-Perrachon S.A. (ENXTPA:CO)",-0.92%,3.35,3.38,1.33,166902,125165.43
48,COFA.PA,COFACE SA (ENXTPA:COFA),1.05%,14.47,14.32,0.87,88568,101360.76
49,COV.PA,Covivio (ENXTPA:COV),-0.09%,53.70,53.75,0.77,89890,116722.71
50,CRI.PA,Chargeurs SA (ENXTPA:CRI),-0.17%,11.98,12.00,0.38,1694,4445.43
51,CS.PA,AXA SA (ENXTPA:CS),1.22%,34.91,34.49,1.12,2702647,2422869.95
52,DBG.PA,Derichebourg SA (ENXTPA:DBG),-0.04%,4.95,4.95,0.89,102237,115373.86
53,DBV.PA,DBV Technologies S.A. (ENXTPA:DBV),-4.69%,0.77,0.81,1.87,45839,24526.29
54,DEC.PA,JCDecaux SE (ENXTPA:DEC),0.48%,18.67,18.58,0.96,70827,73848.71
55,DG.PA,Vinci SA (ENXTPA:DG),0.64%,109.80,109.10,1.33,817388,616726.29
56,DIM.PA,Sartorius Stedim Biotech S.A. (ENXTPA:DIM),5.62%,188.75,178.70,1.33,63993,48202.48
57,DKUPL.PA,ADLPartner SA (ENXTPA:DKUPL),-0.85%,35.00,35.30,0.54,153,281.48
58,DSY.PA,Dassault Systèmes SE (ENXTPA:DSY),1.52%,34.03,33.52,1.18,1039712,879353.24
59,EAPI.PA,Euroapi S.A. (ENXTPA:EAPI),0.74%,4.06,4.03,0.54,82558,151931.14
60,EDEN.PA,Edenred SE (ENXTPA:EDEN),1.58%,37.99,37.40,0.84,304925,364375.76
61,EKI.PA,EKINOPS S.A. (ENXTPA:EKI),0.29%,3.41,3.40,1.06,6504,6136.81
62,EL.PA,EssilorLuxottica Société anonyme (ENXTPA:EL),1.29%,211.50,208.80,1.15,379800,331149.10
63,ELIOR.PA,Elior Group SA (ENXTPA:ELIOR),5.95%,3.49,3.30,1.40,475962,338913.33
64,ELIS.PA,Elis SA (ENXTPA:ELIS),-4.82%,18.56,19.50,2.91,1023376,351368.48
65,EN.PA,Bouygues SA (ENXTPA:EN),0.53%,32.15,31.98,0.97,478913,495891.90
66,ENGI.PA,Engie SA (ENXTPA:ENGI),-0.84%,15.98,16.11,1.24,6005233,4829818.33
67,ENX.PA,Euronext N.V. (ENXTPA:ENX),1.98%,100.20,98.25,1.33,145489,109085.24
68,EOS.PA,Acteos SA (ENXTPA:EOS),-0.71%,1.39,1.40,0.10,96,955.95
69,ERA.PA,ERAMET S.A. (ENXTPA:ERA),-1.93%,61.10,62.30,1.16,56999,48989.33
70,ERF.PA,Eurofins Scientific SE (ENXTPA:ERF),0.27%,52.74,52.60,1.05,333018,317694.30
71,ES.PA,Esso S.A.F. (ENXTPA:ES),-3.67%,126.00,130.80,1.20,9964,8292.06
72,ETL.PA,Eutelsat Group (ENXTPA:ETL),1.29%,4.25,4.19,0.73,68599,94531.29
73,EXA.PA,Exail Technologies (ENXTPA:EXA),1.48%,17.82,17.56,3.06,15814,5162.71
74,EXN.PA,Exclusive Networks SA (ENXTPA:EXN),0.21%,23.45,23.40,0.53,20331,38507.81
75,FDE.PA,La Française de l'Energie S.A. (ENXTPA:FDE),0.75%,27.00,26.80,0.42,2390,5743.95
76,FDJ.PA,La Française des Jeux Société anonyme (ENXTPA:FDJ),0.74%,38.30,38.02,0.78,90550,115440.95
77,FGR.PA,Eiffage SA (ENXTPA:FGR),0.29%,96.08,95.80,0.64,112879,175129.57
78,FII.PA,Lisi S.A. (ENXTPA:FII),0.18%,28.00,27.95,0.77,9243,11932.95
79,FNAC.PA,Fnac Darty SA (ENXTPA:FNAC),-2.29%,27.70,28.35,0.81,10520,12966.62
80,FR.PA,Valeo SE (ENXTPA:FR),0.31%,9.11,9.08,1.33,964253,722464.24
81,FRVIA.PA,Forvia SE (ENXTPA:FRVIA),1.27%,8.93,8.82,1.52,1211792,798205.10
82,GBT.PA,Guerbet SA (ENXTPA:GBT),1.37%,33.30,32.85,0.65,3009,4657.33
83,GET.PA,Getlink SE (ENXTPA:GET),-0.83%,16.09,16.23,1.04,509434,487883.86
84,GFC.PA,Gecina (ENXTPA:GFC),0.77%,104.80,104.00,0.96,102056,106384.57
85,GLE.PA,Société Générale Société anonyme (ENXTPA:GLE),1.03%,22.05,21.83,1.14,2506286,2193931.62
86,GLO.PA,GL Events SA (ENXTPA:GLO),0.54%,18.62,18.52,0.63,21580,33997.05
87,GNFT.PA,Genfit S.A. (ENXTPA:GNFT),1.74%,3.80,3.73,0.41,42990,105322.48
89,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),0.25%,122.20,121.90,1.89,120869,64053.05
90,GUI.PA,Guillemot Corporation S.A. (ENXTPA:GUI),1.52%,5.36,5.28,0.36,1701,4687.81
92,HO.PA,Thales S.A. (ENXTPA:HO),0.14%,145.10,144.90,0.86,98928,114881.67
93,ICAD.PA,Icade (ENXTPA:ICAD),0.62%,22.82,22.68,1.34,142967,106401.19
94,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),-1.03%,386.00,390.00,1.54,8059,5250.14
95,IPH.PA,Innate Pharma S.A. (ENXTPA:IPH),3.32%,2.18,2.11,1.93,58868,30433.76
96,IPN.PA,Ipsen S.A. (ENXTPA:IPN),1.85%,110.00,108.00,1.11,62892,56427.76
97,IPS.PA,Ipsos SA (ENXTPA:IPS),1.24%,53.20,52.55,0.61,23969,39264.00
98,ITP.PA,Interparfums SA (ENXTPA:ITP),0.58%,43.60,43.35,1.48,33316,22489.86
99,IVA.PA,Inventiva S.A. (ENXTPA:IVA),0.49%,2.06,2.05,1.08,18238,16849.24
100,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),0.55%,14.56,14.48,0.59,16763,28468.81
101,KER.PA,Kering SA (ENXTPA:KER),-2.52%,230.30,236.25,1.69,448679,266171.05
102,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),4.12%,32.85,31.55,1.22,11644,9538.10
103,LACR.PA,LACROIX Group SA (ENXTPA:LACR),-1.79%,19.25,19.60,0.83,792,957.33
105,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),-2.68%,3.82,3.92,3.05,15919,5211.67
106,LI.PA,Klépierre SA (ENXTPA:LI),-0.78%,27.90,28.12,0.92,472590,513003.71
107,LNA.PA,LNA Santé SA (ENXTPA:LNA),1.48%,23.95,23.60,0.43,862,1985.48
109,LR.PA,Legrand SA (ENXTPA:LR),1.74%,98.34,96.66,0.97,283422,292761.48
110,LSS.PA,Lectra SA (ENXTPA:LSS),3.28%,28.30,27.40,2.11,18955,8976.76
111,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),1.24%,4.92,4.86,0.99,131939,133764.57
112,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",0.69%,616.20,612.00,1.21,402861,332825.76
113,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),0.49%,2.05,2.04,0.47,15513,33359.60
114,MDM.PA,Maisons du Monde S.A. (ENXTPA:MDM),-1.11%,3.57,3.61,0.33,10730,32785.00
115,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),-1.06%,16.80,16.98,1.86,159594,85793.14
116,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",-10.93%,5.05,5.67,5.68,71171,12529.86
117,MERY.PA,Mercialys SA (ENXTPA:MERY),-0.58%,12.00,12.07,0.66,105296,160252.90
118,MF.PA,Wendel (ENXTPA:MF),-0.06%,90.25,90.30,1.24,31015,25025.19
119,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),-3.23%,0.42,0.43,0.46,4028,8825.62
120,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),0.76%,35.64,35.37,0.99,933407,938243.24
121,MMT.PA,Métropole Télévision S.A. (ENXTPA:MMT),0.99%,12.26,12.14,1.06,54038,50901.81
122,MRN.PA,Mersen S.A. (ENXTPA:MRN),-0.36%,27.70,27.80,1.97,49218,24926.19
123,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),0.70%,20.14,20.00,0.73,1709583,2342908.10
124,MTU.PA,Manitou BF SA (ENXTPA:MTU),-0.94%,16.80,16.96,1.05,16552,15807.19
125,NACON.PA,Nacon S.A. (ENXTPA:NACON),-4.27%,0.99,1.03,1.31,112346,85492.57
126,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),0.13%,4.46,4.45,0.69,42342,61208.81
127,NEOEN.PA,Neoen S.A. (ENXTPA:NEOEN),0.26%,38.84,38.74,0.80,99126,123236.24
128,NEX.PA,Nexans S.A. (ENXTPA:NEX),-0.78%,114.50,115.40,1.05,137449,131038.24
130,NK.PA,Imerys S.A. (ENXTPA:NK),0.21%,29.24,29.18,0.65,36556,56239.05
131,NXI.PA,Nexity SA (ENXTPA:NXI),2.54%,10.10,9.85,1.33,145587,109557.00
132,OPM.PA,OPmobility SE (ENXTPA:OPM),0.24%,8.50,8.48,0.98,123183,125610.86
133,OR.PA,L'Oréal S.A. (ENXTPA:OR),0.20%,383.55,382.80,0.84,225495,269602.76
134,ORA.PA,Orange S.A. (ENXTPA:ORA),-0.42%,10.75,10.80,1.25,5564980,4444239.76
135,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),-0.81%,0.37,0.37,0.00,11,14499.00
136,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),7.17%,9.12,8.51,2.07,313059,151413.14
137,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),3.84%,5.95,5.74,0.75,73600,98748.19
138,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),0.94%,74.90,74.20,0.59,3164,5395.90
139,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),1.44%,1.69,1.66,1.11,7238,6525.55
140,PIG.PA,Haulotte Group SA (ENXTPA:PIG),1.12%,2.72,2.69,0.70,6231,8894.14
141,PLX.PA,Pluxee N.V. (ENXTPA:PLX),1.42%,21.05,20.75,0.93,89260,96331.76
143,PRC.PA,Artmarket.com (ENXTPA:PRC),0.45%,4.46,4.44,1.18,2823,2392.86
144,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),0.55%,95.66,95.14,0.66,182979,275826.29
145,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),-1.63%,1.50,1.53,0.85,9436,11099.33
146,PWG.PA,Prodways Group SA (ENXTPA:PWG),3.77%,0.55,0.53,2.54,33040,13015.43
147,QDT.PA,Quadient S.A. (ENXTPA:QDT),0.58%,17.28,17.18,0.63,18500,29565.43
148,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),-1.42%,66.15,67.10,0.78,127710,162740.67
149,RF.PA,Eurazeo SE (ENXTPA:RF),1.59%,70.35,69.25,1.05,81114,77217.71
150,RI.PA,Pernod Ricard SA (ENXTPA:RI),0.93%,124.30,123.15,1.00,426477,428079.57
151,RMS.PA,Hermès International Société en commandite par actions (ENXTPA:RMS),-0.26%,1904.50,1909.50,1.13,61315,54354.52
152,RNO.PA,Renault SA (ENXTPA:RNO),-1.51%,39.73,40.34,1.21,773359,640848.90
153,RUI.PA,Rubis (ENXTPA:RUI),-5.06%,24.02,25.30,4.13,665395,160950.43
154,RXL.PA,Rexel S.A. (ENXTPA:RXL),1.81%,22.44,22.04,1.08,552074,510291.62
155,S30.PA,Solutions 30 SE (ENXTPA:S30),0.27%,1.50,1.50,0.88,139704,159370.33
156,SAF.PA,Safran SA (ENXTPA:SAF),0.88%,194.05,192.35,1.11,352208,318554.24
157,SAN.PA,Sanofi (ENXTPA:SAN),1.17%,105.76,104.54,0.93,1229822,1325719.10
158,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),-1.22%,89.00,90.10,1.95,4731,2427.81
159,SCR.PA,SCOR SE (ENXTPA:SCR),1.36%,18.70,18.45,0.54,324161,600960.95
160,SEFER.PA,SergeFerrari Group SA (ENXTPA:SEFER),-4.68%,5.50,5.77,4.59,5370,1171.00
161,SESG.PA,SES S.A. (ENXTPA:SESG),1.50%,4.88,4.81,0.95,314443,330357.19
162,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),2.40%,76.84,75.04,1.46,870959,597935.00
163,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),2.30%,0.38,0.37,0.13,72179,551496.48
164,SK.PA,SEB SA (ENXTPA:SK),0.77%,91.25,90.55,1.34,52774,39350.19
165,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),6.49%,2.21,2.08,3.09,559743,180986.48
166,SOI.PA,Soitec SA (ENXTPA:SOI),2.41%,106.10,103.60,1.22,63878,52172.86
167,SOLB.BR,Solvay SA (ENXTBR:SOLB),1.41%,31.65,31.21,1.09,150347,137873.29
168,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),1.15%,175.70,173.70,1.08,26072,24208.57
169,SPIE.PA,SPIE SA (ENXTPA:SPIE),-0.27%,36.28,36.38,0.59,81207,138534.65
170,SRP.PA,SRP Groupe S.A. (ENXTPA:SRP),0.46%,1.09,1.09,2.93,75657,25809.76
171,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),0.30%,14.10,14.06,1.05,2274260,2160676.71
172,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),1.08%,26.10,25.82,0.78,1402115,1798351.33
173,SU.PA,Schneider Electric S.E. (ENXTPA:SU),2.02%,219.30,214.95,1.21,663809,549273.29
174,SW.PA,Sodexo S.A. (ENXTPA:SW),1.13%,80.30,79.40,0.74,139696,187895.67
175,TE.PA,Technip Energies N.V. (ENXTPA:TE),1.07%,20.78,20.56,0.84,216237,258665.24
176,TEP.PA,Teleperformance SE (ENXTPA:TEP),1.46%,98.90,97.48,0.75,116894,156630.76
177,TFI.PA,TF1 SA (ENXTPA:TFI),0.25%,8.05,8.02,0.86,62445,72387.57
178,TOUP.PA,Touax SCA (ENXTPA:TOUP),1.75%,4.66,4.58,0.62,1468,2358.33
179,TRI.PA,Trigano S.A. (ENXTPA:TRI),0.50%,100.50,100.00,1.01,12089,12019.14
180,TTE.PA,TotalEnergies SE (ENXTPA:TTE),1.84%,60.96,59.86,1.49,3953410,2653030.14
181,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),-7.13%,13.67,14.72,2.85,1440894,504695.05
182,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),-0.58%,75.24,75.68,0.92,214269,233584.86
183,VAC.PA,Pierre et Vacances SA (ENXTPA:VAC),0.29%,1.37,1.36,0.56,42299,75436.86
185,VCT.PA,Vicat S.A. (ENXTPA:VCT),1.67%,30.40,29.90,0.79,14008,17721.86
186,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),0.68%,29.80,29.60,0.98,1064730,1091849.00
187,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),0.22%,36.64,36.56,1.04,33939,32758.10
188,VIRP.PA,Virbac SA (ENXTPA:VIRP),4.20%,360.00,345.50,1.63,3356,2059.57
189,VIV.PA,Vivendi SE (ENXTPA:VIV),-0.20%,10.09,10.10,0.68,1007858,1479377.86
190,VK.PA,Vallourec S.A. (ENXTPA:VK),0.63%,13.60,13.51,0.49,184954,381156.14
191,VLA.PA,Valneva SE (ENXTPA:VLA),0.26%,3.09,3.08,0.69,438735,633124.24
192,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),-2.11%,7.41,7.57,1.28,170668,133375.43
193,VMX.PA,Verimatrix SA (ENXTPA:VMX),0.77%,0.39,0.39,2.56,89289,34846.76
194,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),1.16%,26.14,25.84,0.92,112225,121957.62
195,VU.PA,VusionGroup S.A. (ENXTPA:VU),3.06%,141.60,137.40,2.61,41594,15919.19
196,WAVE.PA,Wavestone SA (ENXTPA:WAVE),-0.19%,53.80,53.90,0.94,11648,12378.81
197,WLN.PA,Worldline SA (ENXTPA:WLN),0.40%,8.53,8.50,0.62,499736,801067.57
198,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),-1.86%,4.91,5.01,2.01,206418,102448.14
