,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
20,ASY.PA,Assystem S.A. (ENXTPA:ASY),-0.98%,45.40,45.85,2.23,25918,11597.25
21,ATE.PA,Alten S.A. (ENXTPA:ATE),2.24%,98.30,96.15,0.69,25034,36037.46
22,ATO.PA,Atos SE (ENXTPA:ATO),0.03%,0.66,0.66,0.73,657360,900301.79
23,AVT.PA,Avenir Telecom S.A. (ENXTPA:AVT),-0.22%,0.09,0.09,1.43,88746,62141.17
24,AYV.PA,Ayvens (ENXTPA:AYV),1.24%,6.12,6.05,0.45,116712,256868.67
25,BALYO.PA,Balyo SA (ENXTPA:BALYO),-0.41%,0.49,0.49,1.63,8612,5290.58
26,BB.PA,Société BIC SA (ENXTPA:BB),0.48%,62.50,62.20,1.94,40128,20709.92
27,BEN.PA,Bénéteau S.A. (ENXTPA:BEN),0.99%,8.14,8.06,0.64,49581,77976.17
28,BIG.PA,BigBen Interactive (ENXTPA:BIG),-5.29%,1.97,2.08,3.08,56660,18377.17
29,BIM.PA,bioMérieux S.A. (ENXTPA:BIM),-0.09%,110.10,110.20,1.18,99060,83753.42
30,BLC.PA,Bastide Le Confort Médical SA (ENXTPA:BLC),-1.46%,20.25,20.55,1.23,4431,3600.04
31,BLV.PA,Believe S.A. (ENXTPA:BLV),-0.93%,14.84,14.98,0.49,1282,2615.50
32,BN.PA,Danone S.A. (ENXTPA:BN),-0.46%,65.08,65.38,1.19,1199679,1011236.25
33,BNP.PA,BNP Paribas SA (ENXTPA:BNP),-0.16%,63.37,63.47,0.93,1562486,1679654.17
34,BOI.PA,Boiron SA (ENXTPA:BOI),0.47%,32.20,32.05,2.70,1586,586.33
35,BOL.PA,Bolloré SE (ENXTPA:BOL),4.82%,5.97,5.70,1.87,1321298,708392.00
36,BON.PA,Bonduelle SCA (ENXTPA:BON),2.58%,6.76,6.59,0.64,16874,26268.12
37,BVI.PA,Bureau Veritas SA (ENXTPA:BVI),0.81%,30.04,29.80,1.45,777985,537622.21
38,CA.PA,Carrefour SA (ENXTPA:CA),0.63%,15.22,15.12,0.86,1206771,1404174.62
39,CAFO.PA,Centrale d'Achat Française pour l'Outre-Mer Société Anonyme (ENXTPA:CAFO),-1.22%,8.08,8.18,0.52,552,1069.75
40,CAP.PA,Capgemini SE (ENXTPA:CAP),-0.18%,193.15,193.50,1.41,319251,226261.00
41,CARM.PA,Carmila S.A. (ENXTPA:CARM),0.91%,17.68,17.52,1.09,53289,49030.08
42,CATG.PA,SA Catana Group (ENXTPA:CATG),2.12%,5.05,4.95,0.58,15466,26849.38
43,CDA.PA,Compagnie des Alpes SA (ENXTPA:CDA),0.59%,13.64,13.56,0.64,15010,23463.38
44,CGM.PA,Cegedim SA (ENXTPA:CGM),-0.40%,12.50,12.55,0.75,3106,4124.96
45,CLA.PA,Claranova SE (ENXTPA:CLA),3.66%,1.36,1.31,0.90,54659,60769.92
46,CLARI.PA,Clariane SE (ENXTPA:CLARI),6.14%,1.71,1.61,0.55,658523,1197121.57
47,CO.PA,"Casino, Guichard-Perrachon S.A. (ENXTPA:CO)",4.99%,3.12,2.98,0.84,107435,128243.83
48,COFA.PA,COFACE SA (ENXTPA:COFA),1.59%,14.70,14.47,1.32,135898,103252.88
49,COV.PA,Covivio (ENXTPA:COV),0.64%,54.75,54.40,1.15,137135,119430.62
50,CRI.PA,Chargeurs SA (ENXTPA:CRI),1.87%,11.98,11.76,0.47,2260,4813.12
51,CS.PA,AXA SA (ENXTPA:CS),1.35%,36.08,35.60,1.46,3953802,2702021.21
52,DBG.PA,Derichebourg SA (ENXTPA:DBG),3.85%,5.18,4.99,1.34,154303,115187.21
53,DBV.PA,DBV Technologies S.A. (ENXTPA:DBV),-0.27%,0.73,0.73,1.69,47587,28211.38
54,DEC.PA,JCDecaux SE (ENXTPA:DEC),2.78%,18.84,18.33,1.23,93236,76108.50
55,DG.PA,Vinci SA (ENXTPA:DG),1.30%,109.50,108.10,1.48,995676,671606.21
56,DIM.PA,Sartorius Stedim Biotech S.A. (ENXTPA:DIM),-1.18%,184.80,187.00,1.48,75017,50727.29
57,DKUPL.PA,ADLPartner SA (ENXTPA:DKUPL),1.15%,35.20,34.80,3.15,865,274.67
58,DSY.PA,Dassault Systèmes SE (ENXTPA:DSY),1.09%,36.16,35.77,1.18,1179660,997391.62
59,EAPI.PA,Euroapi S.A. (ENXTPA:EAPI),4.19%,4.33,4.16,1.14,171527,150218.25
60,EDEN.PA,Edenred SE (ENXTPA:EDEN),0.47%,36.05,35.88,1.34,536785,401583.42
61,EKI.PA,EKINOPS S.A. (ENXTPA:EKI),-2.16%,3.86,3.94,0.93,9449,10203.50
63,ELIOR.PA,Elior Group SA (ENXTPA:ELIOR),1.32%,3.70,3.65,1.14,447376,391539.54
64,ELIS.PA,Elis SA (ENXTPA:ELIS),1.72%,18.97,18.65,1.63,729340,446878.00
65,EN.PA,Bouygues SA (ENXTPA:EN),1.22%,31.65,31.27,2.01,1131327,563894.04
66,ENGI.PA,Engie SA (ENXTPA:ENGI),0.03%,15.86,15.85,0.84,4017865,4790124.71
67,ENX.PA,Euronext N.V. (ENXTPA:ENX),0.30%,100.80,100.50,0.84,96455,114944.88
68,EOS.PA,Acteos SA (ENXTPA:EOS),2.59%,1.38,1.35,4.44,4601,1035.96
69,ERA.PA,ERAMET S.A. (ENXTPA:ERA),1.39%,62.05,61.20,0.58,27348,46781.79
70,ERF.PA,Eurofins Scientific SE (ENXTPA:ERF),0.23%,52.58,52.46,1.25,395717,317764.42
71,ES.PA,Esso S.A.F. (ENXTPA:ES),-0.16%,123.80,124.00,0.61,5371,8783.58
72,ETL.PA,Eutelsat Group (ENXTPA:ETL),1.71%,4.17,4.10,0.75,72043,96291.62
73,EXA.PA,Exail Technologies (ENXTPA:EXA),0.69%,17.52,17.40,0.83,4495,5390.62
74,EXN.PA,Exclusive Networks SA (ENXTPA:EXN),0.21%,23.55,23.50,0.50,22642,45516.21
75,FDE.PA,La Française de l'Energie S.A. (ENXTPA:FDE),2.44%,27.25,26.60,1.94,12783,6583.79
76,FDJ.PA,La Française des Jeux Société anonyme (ENXTPA:FDJ),0.57%,38.50,38.28,1.02,120043,117185.12
77,FGR.PA,Eiffage SA (ENXTPA:FGR),-0.39%,92.04,92.40,2.58,500533,194284.50
78,FII.PA,Lisi S.A. (ENXTPA:FII),0.77%,26.15,25.95,2.81,33866,12045.54
79,FNAC.PA,Fnac Darty SA (ENXTPA:FNAC),0.91%,27.75,27.50,0.92,11924,12968.29
80,FR.PA,Valeo SE (ENXTPA:FR),5.23%,9.42,8.95,1.75,1533212,876541.17
81,FRVIA.PA,Forvia SE (ENXTPA:FRVIA),4.10%,8.54,8.20,1.07,954473,895260.46
82,GBT.PA,Guerbet SA (ENXTPA:GBT),2.95%,34.85,33.85,1.47,6844,4648.08
83,GET.PA,Getlink SE (ENXTPA:GET),0.81%,16.25,16.12,2.12,1145980,541628.00
84,GFC.PA,Gecina (ENXTPA:GFC),1.24%,106.10,104.80,0.97,108234,111691.96
85,GLE.PA,Société Générale Société anonyme (ENXTPA:GLE),0.18%,22.15,22.10,1.10,2530005,2294838.50
86,GLO.PA,GL Events SA (ENXTPA:GLO),1.41%,18.74,18.48,0.70,23450,33700.25
87,GNFT.PA,Genfit S.A. (ENXTPA:GNFT),1.85%,3.85,3.78,0.86,91160,105857.88
88,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),8.26%,23.60,21.80,2.03,1497,739.21
89,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),1.02%,128.30,127.00,1.54,112012,72502.88
90,GUI.PA,Guillemot Corporation S.A. (ENXTPA:GUI),0.80%,5.04,5.00,0.70,3535,5052.38
91,HCO.PA,High Co. SA (ENXTPA:HCO),-1.15%,2.57,2.60,4.02,24330,6054.12
92,HO.PA,Thales S.A. (ENXTPA:HO),1.09%,148.00,146.40,1.16,136922,118439.12
93,ICAD.PA,Icade (ENXTPA:ICAD),3.25%,25.44,24.64,2.22,264954,119421.96
94,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),1.04%,388.50,384.50,0.79,4107,5201.79
95,IPH.PA,Innate Pharma S.A. (ENXTPA:IPH),-1.89%,2.08,2.12,2.37,85789,36204.08
96,IPN.PA,Ipsen S.A. (ENXTPA:IPN),0.48%,105.70,105.20,0.93,54646,58488.50
97,IPS.PA,Ipsos SA (ENXTPA:IPS),1.31%,54.20,53.50,1.04,42268,40545.96
98,ITP.PA,Interparfums SA (ENXTPA:ITP),0.74%,40.70,40.40,1.16,34006,29229.50
99,IVA.PA,Inventiva S.A. (ENXTPA:IVA),-0.48%,2.09,2.10,0.81,12124,15003.62
100,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),0.42%,14.26,14.20,0.93,29248,31519.67
101,KER.PA,Kering SA (ENXTPA:KER),0.42%,229.00,228.05,0.92,242148,263383.62
102,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),1.08%,32.65,32.30,0.81,7837,9728.46
103,LACR.PA,LACROIX Group SA (ENXTPA:LACR),5.56%,19.00,18.00,3.06,3595,1176.00
104,LAT.PA,Latécoère S.A. (ENXTPA:LAT),21.62%,0.01,0.01,4.24,5762881,1360643.50
105,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),-1.18%,3.76,3.80,1.19,6267,5246.75
106,LI.PA,Klépierre SA (ENXTPA:LI),0.97%,29.18,28.90,1.69,959827,569373.29
107,LNA.PA,LNA Santé SA (ENXTPA:LNA),6.29%,22.80,21.45,1.68,3380,2013.79
108,LOCAL.PA,Solocal Group S.A. (ENXTPA:LOCAL),3.57%,0.00,0.00,0.87,27632162,31839843.00
109,LR.PA,Legrand SA (ENXTPA:LR),0.34%,101.95,101.60,1.18,375240,317283.96
110,LSS.PA,Lectra SA (ENXTPA:LSS),0.17%,28.85,28.80,0.76,6620,8733.50
111,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),-0.37%,4.88,4.90,0.45,57477,126894.46
112,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",0.21%,608.10,606.80,1.54,545500,353778.29
113,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),-1.21%,2.04,2.06,0.98,31709,32257.04
114,MDM.PA,Maisons du Monde S.A. (ENXTPA:MDM),2.01%,3.82,3.74,0.82,29056,35496.83
115,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),-1.71%,16.06,16.34,0.55,48929,88674.25
116,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",1.94%,4.74,4.65,0.75,10146,13494.08
117,MERY.PA,Mercialys SA (ENXTPA:MERY),0.89%,12.43,12.32,1.25,212395,169857.46
118,MF.PA,Wendel (ENXTPA:MF),0.82%,91.70,90.95,0.73,18308,25162.08
119,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),-1.88%,0.42,0.43,0.11,811,7650.00
120,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),1.69%,36.15,35.55,1.07,1049159,979919.12
121,MMT.PA,Métropole Télévision S.A. (ENXTPA:MMT),0.83%,12.22,12.12,0.84,41665,49768.38
123,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),1.89%,20.53,20.15,0.85,1989080,2333592.79
124,MTU.PA,Manitou BF SA (ENXTPA:MTU),2.42%,16.90,16.50,1.47,25303,17159.50
125,NACON.PA,Nacon S.A. (ENXTPA:NACON),-1.73%,0.91,0.93,3.64,358242,98330.88
126,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),-3.11%,4.36,4.50,1.16,68112,58712.62
127,NEOEN.PA,Neoen S.A. (ENXTPA:NEOEN),0.13%,38.79,38.74,0.43,50652,118214.58
128,NEX.PA,Nexans S.A. (ENXTPA:NEX),1.17%,120.60,119.20,0.38,48557,129480.71
130,NK.PA,Imerys S.A. (ENXTPA:NK),0.35%,29.00,28.90,1.07,60488,56419.96
131,NXI.PA,Nexity SA (ENXTPA:NXI),3.66%,11.60,11.19,1.84,275779,149804.46
132,OPM.PA,OPmobility SE (ENXTPA:OPM),2.58%,8.35,8.15,0.88,112992,128224.88
133,OR.PA,L'Oréal S.A. (ENXTPA:OR),0.40%,366.65,365.20,1.28,384052,300244.46
134,ORA.PA,Orange S.A. (ENXTPA:ORA),0.83%,10.87,10.78,1.32,5933697,4496076.71
135,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),4.23%,0.37,0.35,1.33,16001,12036.21
136,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),-2.73%,6.76,6.95,1.16,243227,209893.17
137,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),1.23%,6.17,6.09,1.08,108008,99875.75
138,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),0.40%,74.50,74.20,1.52,9117,5990.79
139,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),-1.55%,1.65,1.68,0.38,2181,5779.65
140,PIG.PA,Haulotte Group SA (ENXTPA:PIG),-1.37%,2.87,2.91,0.96,13175,13670.46
141,PLX.PA,Pluxee N.V. (ENXTPA:PLX),1.50%,19.58,19.29,1.29,137137,106493.71
142,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),-1.26%,0.55,0.56,0.43,116587,268579.58
143,PRC.PA,Artmarket.com (ENXTPA:PRC),4.85%,4.54,4.33,1.48,3030,2046.46
144,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),1.24%,96.50,95.32,1.18,334580,283014.88
145,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),-1.72%,1.42,1.45,0.99,13921,14047.08
146,PWG.PA,Prodways Group SA (ENXTPA:PWG),-0.17%,0.57,0.57,1.14,16881,14836.25
147,QDT.PA,Quadient S.A. (ENXTPA:QDT),-0.23%,17.08,17.12,0.51,13925,27489.46
148,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),-0.86%,63.20,63.75,0.75,117969,157948.58
149,RF.PA,Eurazeo SE (ENXTPA:RF),0.97%,72.70,72.00,0.80,61197,76096.88
150,RI.PA,Pernod Ricard SA (ENXTPA:RI),-2.75%,125.75,129.30,1.12,517627,461922.79
152,RNO.PA,Renault SA (ENXTPA:RNO),2.27%,39.14,38.27,2.34,1807391,773888.12
153,RUI.PA,Rubis (ENXTPA:RUI),1.21%,23.36,23.08,1.32,260893,197398.96
154,RXL.PA,Rexel S.A. (ENXTPA:RXL),1.64%,22.97,22.60,0.90,478341,532937.21
155,S30.PA,Solutions 30 SE (ENXTPA:S30),1.91%,1.54,1.51,0.96,162826,169305.67
156,SAF.PA,Safran SA (ENXTPA:SAF),0.44%,203.30,202.40,1.39,506834,365119.71
157,SAN.PA,Sanofi (ENXTPA:SAN),0.58%,103.40,102.80,1.05,1422308,1355632.54
158,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),2.80%,91.80,89.30,0.94,2311,2448.88
159,SCR.PA,SCOR SE (ENXTPA:SCR),0.99%,19.42,19.23,0.79,555342,700424.29
160,SEFER.PA,SergeFerrari Group SA (ENXTPA:SEFER),-3.56%,5.42,5.62,2.08,2786,1341.75
161,SESG.PA,SES S.A. (ENXTPA:SESG),1.98%,4.84,4.74,0.67,216623,324670.21
162,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),1.03%,78.82,78.02,1.09,684836,625573.12
163,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),-4.34%,0.38,0.39,0.45,245562,546038.62
164,SK.PA,SEB SA (ENXTPA:SK),1.42%,93.10,91.80,0.79,29755,37713.50
165,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),5.52%,2.30,2.17,1.32,233529,177368.79
166,SOI.PA,Soitec SA (ENXTPA:SOI),-1.75%,101.00,102.80,1.19,64379,53974.50
167,SOLB.BR,Solvay SA (ENXTBR:SOLB),1.82%,31.37,30.81,1.08,160154,147973.38
168,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),3.26%,190.10,184.10,1.94,50223,25940.75
169,SPIE.PA,SPIE SA (ENXTPA:SPIE),2.54%,37.18,36.26,2.33,379482,162791.54
170,SRP.PA,SRP Groupe S.A. (ENXTPA:SRP),0.92%,1.10,1.09,0.07,2054,27811.54
171,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),0.78%,13.61,13.50,1.05,2408489,2299283.12
172,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),1.96%,25.75,25.26,1.12,2226342,1980263.58
173,SU.PA,Schneider Electric S.E. (ENXTPA:SU),0.44%,227.20,226.20,0.91,502158,551004.62
174,SW.PA,Sodexo S.A. (ENXTPA:SW),-0.84%,77.10,77.75,1.88,387175,205476.79
175,TE.PA,Technip Energies N.V. (ENXTPA:TE),3.49%,21.36,20.64,1.43,391417,273800.17
176,TEP.PA,Teleperformance SE (ENXTPA:TEP),3.47%,101.05,97.66,1.34,222091,165957.50
177,TFI.PA,TF1 SA (ENXTPA:TFI),1.33%,8.00,7.89,0.81,56211,69293.00
178,TOUP.PA,Touax SCA (ENXTPA:TOUP),-0.65%,4.57,4.60,1.27,2753,2175.21
179,TRI.PA,Trigano S.A. (ENXTPA:TRI),-0.05%,99.95,100.00,0.75,9782,12963.38
180,TTE.PA,TotalEnergies SE (ENXTPA:TTE),0.26%,61.07,60.91,0.94,2596972,2766672.25
181,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),0.30%,11.73,11.69,1.55,997148,642608.38
182,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),1.06%,76.52,75.72,1.67,423190,253781.29
183,VAC.PA,Pierre et Vacances SA (ENXTPA:VAC),2.75%,1.42,1.38,2.25,173566,77105.12
184,VANTI.PA,Vantiva S.A. (ENXTPA:VANTI),1.31%,0.11,0.11,0.49,26778,54134.04
185,VCT.PA,Vicat S.A. (ENXTPA:VCT),1.10%,32.20,31.85,1.15,21885,19039.54
186,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),0.27%,29.78,29.70,0.95,1084908,1141731.21
187,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),4.29%,36.60,35.09,0.67,20480,30535.46
188,VIRP.PA,Virbac SA (ENXTPA:VIRP),0.28%,363.00,362.00,1.20,2540,2123.62
189,VIV.PA,Vivendi SE (ENXTPA:VIV),1.26%,10.09,9.96,0.95,1395004,1471601.88
190,VK.PA,Vallourec S.A. (ENXTPA:VK),1.04%,13.59,13.45,1.12,434776,389829.42
191,VLA.PA,Valneva SE (ENXTPA:VLA),-10.45%,2.81,3.14,4.38,3038827,694295.33
192,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),4.72%,7.76,7.41,0.75,101376,135515.00
193,VMX.PA,Verimatrix SA (ENXTPA:VMX),2.34%,0.39,0.38,0.61,20162,33109.58
194,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),2.09%,26.38,25.84,0.70,82220,117776.62
195,VU.PA,VusionGroup S.A. (ENXTPA:VU),-0.33%,150.00,150.50,2.86,54233,18969.00
196,WAVE.PA,Wavestone SA (ENXTPA:WAVE),0.37%,54.90,54.70,0.74,9085,12273.88
197,WLN.PA,Worldline SA (ENXTPA:WLN),-14.38%,7.21,8.43,6.74,7300852,1083431.62
198,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),2.28%,5.03,4.92,0.76,82744,108445.83
