,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
67,ENX.PA,Euronext N.V. (ENXTPA:ENX),1.18%,98.70,97.55,1.50,176116,117264.09
68,EOS.PA,Acteos SA (ENXTPA:EOS),1.07%,1.41,1.40,3.36,3007,894.35
69,ERA.PA,ERAMET S.A. (ENXTPA:ERA),0.38%,65.95,65.70,0.96,46211,48102.43
70,ERF.PA,Eurofins Scientific SE (ENXTPA:ERF),1.22%,51.42,50.80,0.90,288242,319221.23
71,ES.PA,Esso S.A.F. (ENXTPA:ES),-3.67%,126.00,130.80,1.18,9964,8451.86
72,ETL.PA,Eutelsat Group (ENXTPA:ETL),-0.74%,4.28,4.31,0.64,75011,117105.70
73,EXA.PA,Exail Technologies (ENXTPA:EXA),0.79%,17.86,17.72,2.23,11470,5146.35
74,EXN.PA,Exclusive Networks SA (ENXTPA:EXN),0.21%,23.40,23.35,0.45,22199,49722.78
75,FDE.PA,La Française de l'Energie S.A. (ENXTPA:FDE),0.93%,27.00,26.75,1.53,9038,5890.87
76,FDJ.PA,La Française des Jeux Société anonyme (ENXTPA:FDJ),0.73%,38.42,38.14,1.58,198005,125584.04
77,FGR.PA,Eiffage SA (ENXTPA:FGR),1.79%,96.68,94.98,1.24,228489,183981.52
78,FII.PA,Lisi S.A. (ENXTPA:FII),-0.53%,28.20,28.35,0.87,11397,13170.61
79,FNAC.PA,Fnac Darty SA (ENXTPA:FNAC),-0.17%,29.05,29.10,0.96,12581,13161.74
80,FR.PA,Valeo SE (ENXTPA:FR),1.02%,9.47,9.38,1.27,919324,722179.52
81,FRVIA.PA,Forvia SE (ENXTPA:FRVIA),1.31%,9.27,9.15,1.40,1066621,761178.13
82,GBT.PA,Guerbet SA (ENXTPA:GBT),-0.30%,33.65,33.75,0.39,2194,5560.61
83,GET.PA,Getlink SE (ENXTPA:GET),-1.31%,16.19,16.41,1.39,812611,582628.70
84,GFC.PA,Gecina (ENXTPA:GFC),0.98%,102.60,101.60,1.47,153199,104141.04
85,GLE.PA,Société Générale Société anonyme (ENXTPA:GLE),2.42%,22.00,21.48,2.36,5364707,2272513.04
86,GLO.PA,GL Events SA (ENXTPA:GLO),11.77%,18.80,16.82,2.95,88952,30146.61
87,GNFT.PA,Genfit S.A. (ENXTPA:GNFT),1.70%,3.89,3.83,0.91,93690,102721.74
88,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),-1.38%,21.50,21.80,5.07,2940,579.61
89,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),-1.59%,123.80,125.80,1.32,82630,62379.26
90,GUI.PA,Guillemot Corporation S.A. (ENXTPA:GUI),0.75%,5.34,5.30,0.10,492,5102.65
91,HCO.PA,High Co. SA (ENXTPA:HCO),0.39%,2.60,2.59,1.45,5595,3848.74
92,HO.PA,Thales S.A. (ENXTPA:HO),-0.75%,145.85,146.95,1.36,158073,116485.52
93,ICAD.PA,Icade (ENXTPA:ICAD),2.82%,21.88,21.28,1.44,141653,98570.04
94,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),-6.34%,376.50,402.00,7.77,36286,4671.04
96,IPN.PA,Ipsen S.A. (ENXTPA:IPN),-1.55%,107.80,109.50,1.14,63739,55716.43
97,IPS.PA,Ipsos SA (ENXTPA:IPS),0.19%,53.40,53.30,0.78,31702,40397.39
98,ITP.PA,Interparfums SA (ENXTPA:ITP),-1.50%,42.65,43.30,1.01,21697,21454.96
99,IVA.PA,Inventiva S.A. (ENXTPA:IVA),-4.13%,2.09,2.18,3.46,54780,15832.52
100,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),1.23%,14.76,14.58,0.63,20033,31721.26
101,KER.PA,Kering SA (ENXTPA:KER),-1.43%,244.95,248.50,0.97,254069,261731.04
102,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),1.94%,31.60,31.00,0.82,7877,9637.65
103,LACR.PA,LACROIX Group SA (ENXTPA:LACR),-1.51%,19.60,19.90,0.81,724,891.70
104,LAT.PA,Latécoère S.A. (ENXTPA:LAT),-4.17%,0.01,0.01,1.29,1203031,932439.48
105,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),-1.38%,3.92,3.98,1.26,5838,4617.70
106,LI.PA,Klépierre SA (ENXTPA:LI),1.67%,28.04,27.58,1.50,769190,513515.39
107,LNA.PA,LNA Santé SA (ENXTPA:LNA),2.52%,24.40,23.80,0.74,1278,1738.52
109,LR.PA,Legrand SA (ENXTPA:LR),-1.49%,97.70,99.18,0.77,235289,307490.70
110,LSS.PA,Lectra SA (ENXTPA:LSS),0.72%,27.80,27.60,1.28,11777,9215.13
111,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),-0.80%,4.95,4.99,0.89,119658,134550.17
112,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",-3.64%,619.20,642.60,2.33,745288,320261.61
113,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),-0.97%,2.04,2.06,0.69,27299,39359.73
114,MDM.PA,Maisons du Monde S.A. (ENXTPA:MDM),4.60%,3.64,3.48,2.71,84297,31108.26
115,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),0.33%,18.46,18.40,1.14,79755,70133.83
116,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",0.18%,5.71,5.70,0.69,6485,9379.78
117,MERY.PA,Mercialys SA (ENXTPA:MERY),1.60%,12.05,11.86,0.91,162864,178557.70
118,MF.PA,Wendel (ENXTPA:MF),1.00%,90.95,90.05,1.22,31720,26047.26
119,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),3.46%,0.42,0.41,0.66,7218,10876.22
120,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),0.74%,35.60,35.34,0.82,839198,1023328.39
121,MMT.PA,Métropole Télévision S.A. (ENXTPA:MMT),0.99%,12.30,12.18,1.25,67194,53818.26
123,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),0.75%,20.17,20.02,0.91,2213929,2438158.70
124,MTU.PA,Manitou BF SA (ENXTPA:MTU),-1.36%,17.46,17.70,1.44,20890,14546.83
125,NACON.PA,Nacon S.A. (ENXTPA:NACON),1.55%,1.05,1.03,0.65,49248,76230.13
126,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),-0.39%,4.60,4.62,0.82,48326,59197.04
127,NEOEN.PA,Neoen S.A. (ENXTPA:NEOEN),0.28%,38.78,38.67,0.68,86794,128026.35
128,NEX.PA,Nexans S.A. (ENXTPA:NEX),-4.44%,118.50,124.00,1.79,244753,136814.13
130,NK.PA,Imerys S.A. (ENXTPA:NK),1.09%,29.58,29.26,0.75,45105,60447.22
131,NXI.PA,Nexity SA (ENXTPA:NXI),5.73%,9.96,9.42,2.32,254296,109786.35
132,OPM.PA,OPmobility SE (ENXTPA:OPM),2.39%,8.77,8.57,1.74,222630,128114.30
133,OR.PA,L'Oréal S.A. (ENXTPA:OR),-1.00%,387.55,391.45,1.00,304795,303680.91
134,ORA.PA,Orange S.A. (ENXTPA:ORA),1.22%,10.77,10.64,1.56,7233984,4636377.39
135,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),-0.27%,0.37,0.37,0.08,1348,17956.96
136,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),8.47%,8.84,8.15,2.75,357094,129650.43
137,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),2.97%,5.72,5.55,0.97,91876,94388.00
138,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),-0.51%,77.60,78.00,0.88,4491,5086.70
139,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),-1.76%,1.67,1.70,0.26,1678,6380.64
140,PIG.PA,Haulotte Group SA (ENXTPA:PIG),-1.08%,2.76,2.79,0.19,1614,8655.57
141,PLX.PA,Pluxee N.V. (ENXTPA:PLX),2.56%,21.01,20.49,0.93,103283,110978.30
142,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),0.35%,0.57,0.56,0.32,122991,387097.43
143,PRC.PA,Artmarket.com (ENXTPA:PRC),-0.86%,4.60,4.64,0.74,1520,2065.87
144,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),0.33%,96.04,95.72,1.01,286724,283838.78
145,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),0.32%,1.57,1.57,0.88,8604,9751.13
146,PWG.PA,Prodways Group SA (ENXTPA:PWG),-0.39%,0.51,0.51,0.43,5319,12297.65
147,QDT.PA,Quadient S.A. (ENXTPA:QDT),3.26%,17.74,17.18,1.18,34312,28973.96
148,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),-1.37%,68.45,69.40,0.81,119910,147827.91
149,RF.PA,Eurazeo SE (ENXTPA:RF),-0.22%,69.25,69.40,1.31,104779,79967.00
150,RI.PA,Pernod Ricard SA (ENXTPA:RI),-0.84%,124.20,125.25,0.73,304555,415323.78
151,RMS.PA,Hermès International Société en commandite par actions (ENXTPA:RMS),-6.42%,1947.50,2081.00,2.76,147404,53460.78
152,RNO.PA,Renault SA (ENXTPA:RNO),0.80%,41.57,41.24,1.05,712907,678886.57
153,RUI.PA,Rubis (ENXTPA:RUI),-0.07%,28.38,28.40,1.29,124071,96082.09
154,RXL.PA,Rexel S.A. (ENXTPA:RXL),0.72%,22.41,22.25,0.76,397973,520610.61
155,S30.PA,Solutions 30 SE (ENXTPA:S30),6.08%,1.53,1.45,1.27,240216,189794.09
156,SAF.PA,Safran SA (ENXTPA:SAF),-0.44%,192.65,193.50,1.09,384743,352955.48
157,SAN.PA,Sanofi (ENXTPA:SAN),-0.61%,104.92,105.56,1.27,1689634,1325707.30
158,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),-3.69%,91.40,94.90,3.67,8105,2209.91
159,SCR.PA,SCOR SE (ENXTPA:SCR),0.64%,18.96,18.84,0.93,604584,648539.22
160,SEFER.PA,SergeFerrari Group SA (ENXTPA:SEFER),-0.34%,5.82,5.84,1.56,1759,1128.61
161,SESG.PA,SES S.A. (ENXTPA:SESG),-0.81%,4.89,4.93,0.82,307321,372735.87
162,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),0.60%,77.24,76.78,1.12,696430,621661.52
163,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),6.67%,0.38,0.36,1.18,589955,499536.87
164,SK.PA,SEB SA (ENXTPA:SK),0.33%,92.05,91.75,1.33,51902,39112.52
165,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),-1.79%,2.20,2.24,1.07,169321,157890.39
166,SOI.PA,Soitec SA (ENXTPA:SOI),0.58%,104.10,103.50,0.66,35628,54118.96
167,SOLB.BR,Solvay SA (ENXTBR:SOLB),0.35%,31.67,31.56,1.57,230413,146796.61
168,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),0.80%,176.40,175.00,0.99,26015,26191.65
169,SPIE.PA,SPIE SA (ENXTPA:SPIE),-0.27%,36.28,36.38,0.56,81207,144695.29
170,SRP.PA,SRP Groupe S.A. (ENXTPA:SRP),-0.20%,0.99,0.99,0.29,5146,17962.96
171,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),-1.75%,14.28,14.54,1.33,3121695,2344466.87
172,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),-1.52%,26.63,27.04,1.10,2098832,1900288.57
173,SU.PA,Schneider Electric S.E. (ENXTPA:SU),-2.05%,220.05,224.65,0.94,556955,591681.52
174,SW.PA,Sodexo S.A. (ENXTPA:SW),1.40%,79.80,78.70,1.38,254844,184362.83
175,TE.PA,Technip Energies N.V. (ENXTPA:TE),0.29%,20.50,20.44,1.05,294876,280486.04
176,TEP.PA,Teleperformance SE (ENXTPA:TEP),1.67%,100.45,98.80,1.11,182181,164038.39
177,TFI.PA,TF1 SA (ENXTPA:TFI),1.50%,8.14,8.02,1.64,116355,71054.57
178,TOUP.PA,Touax SCA (ENXTPA:TOUP),0.22%,4.62,4.61,0.01,33,3133.09
179,TRI.PA,Trigano S.A. (ENXTPA:TRI),0.79%,101.90,101.10,1.37,15848,11593.30
180,TTE.PA,TotalEnergies SE (ENXTPA:TTE),0.65%,60.56,60.17,1.44,3766255,2623971.91
181,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),-1.90%,15.24,15.54,1.21,524043,434666.65
182,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),2.76%,74.58,72.58,1.66,385795,232100.26
184,VANTI.PA,Vantiva S.A. (ENXTPA:VANTI),0.36%,0.11,0.11,0.20,10852,54223.30
185,VCT.PA,Vicat S.A. (ENXTPA:VCT),0.67%,30.25,30.05,1.32,24265,18376.35
186,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),0.98%,29.86,29.57,1.21,1452040,1199262.65
187,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),0.09%,37.46,37.42,0.47,18408,39388.13
188,VIRP.PA,Virbac SA (ENXTPA:VIRP),3.12%,346.50,336.00,1.02,2058,2009.61
189,VIV.PA,Vivendi SE (ENXTPA:VIV),0.74%,10.20,10.12,0.83,1323662,1595607.65
190,VK.PA,Vallourec S.A. (ENXTPA:VK),-0.51%,13.74,13.81,0.90,352601,392164.65
191,VLA.PA,Valneva SE (ENXTPA:VLA),-1.88%,3.13,3.19,0.59,341492,574494.70
192,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),6.93%,8.18,7.65,1.64,188317,114997.22
193,VMX.PA,Verimatrix SA (ENXTPA:VMX),0.51%,0.40,0.40,0.22,6704,30374.83
194,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),0.08%,26.12,26.10,1.05,131639,125551.17
195,VU.PA,VusionGroup S.A. (ENXTPA:VU),2.61%,141.70,138.10,1.51,22487,14889.96
196,WAVE.PA,Wavestone SA (ENXTPA:WAVE),-0.19%,53.00,53.10,0.76,8681,11456.04
197,WLN.PA,Worldline SA (ENXTPA:WLN),2.49%,8.55,8.34,1.06,1018949,958748.30
198,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),-1.93%,5.07,5.18,1.86,190261,102090.09
