,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
30,BLC.PA,Bastide Le Confort Médical SA (ENXTPA:BLC),1.49%,20.40,20.10,0.45,1986,4391.05
31,BLV.PA,Believe S.A. (ENXTPA:BLV),0.94%,15.04,14.90,0.32,1094,3440.18
32,BN.PA,Danone S.A. (ENXTPA:BN),0.74%,65.42,64.94,0.75,871392,1156025.77
33,BNP.PA,BNP Paribas SA (ENXTPA:BNP),0.66%,62.82,62.41,0.99,1969233,1990050.91
35,BOL.PA,Bolloré SE (ENXTPA:BOL),-0.33%,6.01,6.03,1.65,1941018,1174325.23
36,BON.PA,Bonduelle SCA (ENXTPA:BON),1.21%,6.68,6.60,0.65,28173,43125.95
37,BVI.PA,Bureau Veritas SA (ENXTPA:BVI),-0.07%,30.36,30.38,0.61,401583,661387.09
38,CA.PA,Carrefour SA (ENXTPA:CA),1.97%,15.78,15.48,1.45,2860075,1966253.14
40,CAP.PA,Capgemini SE (ENXTPA:CAP),0.48%,189.50,188.60,0.62,166017,269308.95
41,CARM.PA,Carmila S.A. (ENXTPA:CARM),1.01%,18.04,17.86,1.35,86220,64002.50
42,CATG.PA,SA Catana Group (ENXTPA:CATG),-0.52%,4.74,4.77,1.08,37342,34546.91
43,CDA.PA,Compagnie des Alpes SA (ENXTPA:CDA),0.87%,13.96,13.84,0.58,14716,25413.05
44,CGM.PA,Cegedim SA (ENXTPA:CGM),-0.80%,12.40,12.50,0.52,2053,3958.59
45,CLA.PA,Claranova SE (ENXTPA:CLA),1.02%,1.38,1.37,0.76,44892,58967.41
46,CLARI.PA,Clariane SE (ENXTPA:CLARI),1.41%,1.73,1.71,0.36,380893,1069611.86
47,CO.PA,"Casino, Guichard-Perrachon S.A. (ENXTPA:CO)",0.60%,3.03,3.01,0.41,45020,111102.73
48,COFA.PA,COFACE SA (ENXTPA:COFA),0.41%,14.86,14.80,1.01,106679,105146.73
49,COV.PA,Covivio (ENXTPA:COV),-0.90%,55.30,55.80,0.55,78273,141184.27
50,CRI.PA,Chargeurs SA (ENXTPA:CRI),2.29%,11.60,11.34,0.89,4459,5007.73
51,CS.PA,AXA SA (ENXTPA:CS),0.06%,36.16,36.14,0.85,2938844,3468740.32
52,DBG.PA,Derichebourg SA (ENXTPA:DBG),2.11%,5.32,5.21,0.76,97847,129138.36
53,DBV.PA,DBV Technologies S.A. (ENXTPA:DBV),2.90%,0.71,0.69,1.38,55092,39962.09
54,DEC.PA,JCDecaux SE (ENXTPA:DEC),1.81%,19.65,19.30,1.14,111499,97800.32
55,DG.PA,Vinci SA (ENXTPA:DG),0.59%,109.95,109.30,0.84,681068,806392.55
56,DIM.PA,Sartorius Stedim Biotech S.A. (ENXTPA:DIM),-0.23%,172.00,172.40,0.76,49035,64424.00
57,DKUPL.PA,ADLPartner SA (ENXTPA:DKUPL),-0.52%,38.00,38.20,0.06,34,566.91
58,DSY.PA,Dassault Systèmes SE (ENXTPA:DSY),-1.83%,35.43,36.09,1.27,1614461,1268186.59
59,EAPI.PA,Euroapi S.A. (ENXTPA:EAPI),0.89%,4.07,4.04,0.45,99692,222154.18
60,EDEN.PA,Edenred SE (ENXTPA:EDEN),0.54%,33.54,33.36,1.23,639049,521408.36
61,EKI.PA,EKINOPS S.A. (ENXTPA:EKI),-2.61%,3.92,4.03,1.23,18755,15240.91
62,EL.PA,EssilorLuxottica Société anonyme (ENXTPA:EL),1.23%,205.90,203.40,0.58,260317,445032.77
63,ELIOR.PA,Elior Group SA (ENXTPA:ELIOR),-0.78%,3.56,3.59,0.52,230664,439949.09
64,ELIS.PA,Elis SA (ENXTPA:ELIS),0.21%,19.26,19.22,0.66,384119,579952.32
65,EN.PA,Bouygues SA (ENXTPA:EN),0.32%,31.41,31.31,0.91,650974,716459.36
66,ENGI.PA,Engie SA (ENXTPA:ENGI),-0.06%,15.78,15.80,0.64,3289922,5173138.00
67,ENX.PA,Euronext N.V. (ENXTPA:ENX),-1.94%,98.35,100.30,1.27,172266,136031.73
68,EOS.PA,Acteos SA (ENXTPA:EOS),0.38%,1.33,1.33,1.27,979,771.09
69,ERA.PA,ERAMET S.A. (ENXTPA:ERA),4.66%,66.20,63.25,1.11,53198,47755.36
70,ERF.PA,Eurofins Scientific SE (ENXTPA:ERF),1.21%,53.40,52.76,1.20,425112,355585.77
71,ES.PA,Esso S.A.F. (ENXTPA:ES),-0.50%,118.40,119.00,0.42,4767,11426.05
72,ETL.PA,Eutelsat Group (ENXTPA:ETL),-0.31%,3.80,3.81,0.73,92565,127058.00
73,EXA.PA,Exail Technologies (ENXTPA:EXA),2.03%,18.10,17.74,1.42,8766,6155.23
75,FDE.PA,La Française de l'Energie S.A. (ENXTPA:FDE),3.72%,32.10,30.95,0.89,8607,9626.09
76,FDJ.PA,La Française des Jeux Société anonyme (ENXTPA:FDJ),-0.11%,38.02,38.06,0.95,156935,165584.36
77,FGR.PA,Eiffage SA (ENXTPA:FGR),0.68%,92.24,91.62,1.20,286678,238673.68
79,FNAC.PA,Fnac Darty SA (ENXTPA:FNAC),-4.97%,27.70,29.15,1.27,21157,16659.36
80,FR.PA,Valeo SE (ENXTPA:FR),1.93%,9.81,9.63,0.85,1078167,1271919.27
81,FRVIA.PA,Forvia SE (ENXTPA:FRVIA),2.67%,8.22,8.00,1.21,1568638,1294411.68
82,GBT.PA,Guerbet SA (ENXTPA:GBT),1.84%,36.05,35.40,1.46,9028,6177.00
84,GFC.PA,Gecina (ENXTPA:GFC),-1.40%,105.40,106.90,1.46,207367,141946.95
85,GLE.PA,Société Générale Société anonyme (ENXTPA:GLE),1.82%,22.40,22.00,1.36,3748046,2754148.45
86,GLO.PA,GL Events SA (ENXTPA:GLO),-0.84%,18.94,19.10,1.04,37137,35561.32
87,GNFT.PA,Genfit S.A. (ENXTPA:GNFT),3.37%,4.75,4.59,1.96,347152,177021.05
88,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),4.90%,25.70,24.50,0.13,134,995.19
89,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),1.01%,130.30,129.00,1.18,103759,87837.32
90,GUI.PA,Guillemot Corporation S.A. (ENXTPA:GUI),-1.49%,5.28,5.36,0.19,811,4274.68
91,HCO.PA,High Co. SA (ENXTPA:HCO),-1.89%,2.59,2.64,0.47,4008,8477.45
92,HO.PA,Thales S.A. (ENXTPA:HO),1.82%,148.25,145.60,0.92,162476,175691.50
93,ICAD.PA,Icade (ENXTPA:ICAD),-0.22%,27.04,27.10,0.96,167251,173354.18
94,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),-1.81%,380.00,387.00,0.96,5742,5958.18
95,IPH.PA,Innate Pharma S.A. (ENXTPA:IPH),-0.49%,2.03,2.04,1.34,63672,47646.00
96,IPN.PA,Ipsen S.A. (ENXTPA:IPN),1.46%,111.50,109.90,0.88,60952,69601.68
97,IPS.PA,Ipsos SA (ENXTPA:IPS),0.45%,56.00,55.75,0.79,37565,47504.23
98,ITP.PA,Interparfums SA (ENXTPA:ITP),1.29%,43.05,42.50,0.86,31792,37002.73
99,IVA.PA,Inventiva S.A. (ENXTPA:IVA),2.20%,1.86,1.82,0.56,10989,19642.09
100,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),0.25%,15.74,15.70,0.63,30721,48474.64
101,KER.PA,Kering SA (ENXTPA:KER),3.18%,228.95,221.90,1.52,445783,293945.95
102,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),0.16%,31.65,31.60,0.86,10107,11729.73
103,LACR.PA,LACROIX Group SA (ENXTPA:LACR),-1.33%,18.60,18.85,0.78,1202,1535.36
104,LAT.PA,Latécoère S.A. (ENXTPA:LAT),-11.11%,0.01,0.01,1.54,6232811,4060334.27
105,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),1.90%,3.76,3.69,4.89,37365,7640.18
106,LI.PA,Klépierre SA (ENXTPA:LI),-0.67%,29.46,29.66,0.87,570961,660033.14
107,LNA.PA,LNA Santé SA (ENXTPA:LNA),0.87%,23.20,23.00,2.97,7905,2663.05
109,LR.PA,Legrand SA (ENXTPA:LR),-0.24%,104.00,104.25,1.93,800944,414704.91
110,LSS.PA,Lectra SA (ENXTPA:LSS),0.17%,29.05,29.00,0.78,7586,9770.82
111,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),0.20%,4.94,4.93,0.67,78819,117231.09
112,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",3.19%,614.10,595.10,1.34,615136,459967.55
113,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),-0.49%,2.04,2.05,0.63,15331,24386.76
114,MDM.PA,Maisons du Monde S.A. (ENXTPA:MDM),-3.81%,3.91,4.07,0.82,32333,39309.50
115,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),-1.64%,15.60,15.86,0.97,75819,77819.82
116,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",-4.10%,4.21,4.39,1.99,29423,14822.00
117,MERY.PA,Mercialys SA (ENXTPA:MERY),1.38%,12.47,12.30,1.46,322599,221487.64
118,MF.PA,Wendel (ENXTPA:MF),0.77%,91.55,90.85,0.65,19387,29847.45
119,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),-8.11%,0.37,0.41,3.97,38789,9771.23
120,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),-0.19%,36.65,36.72,1.35,1576503,1167298.68
122,MRN.PA,Mersen S.A. (ENXTPA:MRN),0.73%,27.70,27.50,0.64,24465,38099.18
123,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),4.76%,22.46,21.44,1.58,3996292,2522737.00
124,MTU.PA,Manitou BF SA (ENXTPA:MTU),-0.12%,17.10,17.12,0.83,16169,19438.86
125,NACON.PA,Nacon S.A. (ENXTPA:NACON),8.24%,0.92,0.85,2.71,309918,114386.86
126,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),0.60%,4.35,4.33,0.40,24459,61685.27
127,NEOEN.PA,Neoen S.A. (ENXTPA:NEOEN),0.05%,38.92,38.90,0.45,62959,139965.41
128,NEX.PA,Nexans S.A. (ENXTPA:NEX),-2.15%,127.70,130.50,1.05,158529,150822.95
130,NK.PA,Imerys S.A. (ENXTPA:NK),0.98%,31.02,30.72,0.73,44261,60225.00
131,NXI.PA,Nexity SA (ENXTPA:NXI),-0.50%,11.91,11.97,0.91,188108,206437.55
132,OPM.PA,OPmobility SE (ENXTPA:OPM),0.25%,8.06,8.05,0.95,141734,149016.95
133,OR.PA,L'Oréal S.A. (ENXTPA:OR),4.21%,383.30,367.80,1.33,487130,366404.50
134,ORA.PA,Orange S.A. (ENXTPA:ORA),-0.69%,10.78,10.86,0.91,4849098,5326798.00
135,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),-1.07%,0.37,0.37,0.51,2950,5749.05
136,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),0.13%,7.58,7.57,0.38,86877,230181.14
137,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),0.41%,6.14,6.11,0.73,84582,115776.09
138,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),3.67%,76.20,73.50,3.23,23931,7415.41
139,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),-1.21%,1.63,1.65,0.21,1000,4735.90
140,PIG.PA,Haulotte Group SA (ENXTPA:PIG),-0.34%,2.91,2.92,0.29,3816,13235.00
141,PLX.PA,Pluxee N.V. (ENXTPA:PLX),1.05%,18.68,18.49,1.50,175207,117154.00
142,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),-1.85%,0.53,0.54,0.46,74937,163962.86
144,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),-1.88%,98.56,100.45,1.20,380713,318214.91
145,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),5.33%,1.28,1.22,0.91,19603,21501.68
146,PWG.PA,Prodways Group SA (ENXTPA:PWG),0.69%,0.58,0.58,0.89,15192,17106.05
147,QDT.PA,Quadient S.A. (ENXTPA:QDT),-0.83%,16.70,16.84,2.15,69339,32186.45
148,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),2.67%,63.50,61.85,0.54,96685,178101.05
149,RF.PA,Eurazeo SE (ENXTPA:RF),0.27%,74.00,73.80,0.90,76276,84655.95
150,RI.PA,Pernod Ricard SA (ENXTPA:RI),1.40%,129.95,128.15,0.85,441791,518809.14
151,RMS.PA,Hermès International Société en commandite par actions (ENXTPA:RMS),3.85%,2009.00,1934.50,1.40,91125,65319.50
152,RNO.PA,Renault SA (ENXTPA:RNO),1.18%,39.43,38.97,1.02,970389,948686.27
153,RUI.PA,Rubis (ENXTPA:RUI),-0.08%,23.96,23.98,0.53,134392,251848.45
154,RXL.PA,Rexel S.A. (ENXTPA:RXL),-1.46%,25.72,26.10,0.74,550392,746539.09
155,S30.PA,Solutions 30 SE (ENXTPA:S30),0.58%,1.40,1.39,0.52,132457,256028.68
156,SAF.PA,Safran SA (ENXTPA:SAF),1.47%,214.50,211.40,1.13,521132,459199.09
157,SAN.PA,Sanofi (ENXTPA:SAN),0.52%,103.68,103.14,0.79,1245842,1578113.41
158,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),-0.86%,91.70,92.50,0.52,1429,2759.18
159,SCR.PA,SCOR SE (ENXTPA:SCR),3.29%,20.08,19.44,0.90,596251,660631.00
161,SESG.PA,SES S.A. (ENXTPA:SESG),2.35%,4.62,4.52,0.99,399503,404288.09
162,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),-0.58%,82.10,82.58,1.18,952365,807136.36
163,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),-1.46%,0.37,0.38,0.65,380255,583869.73
164,SK.PA,SEB SA (ENXTPA:SK),3.18%,95.75,92.80,1.22,57758,47274.27
166,SOI.PA,Soitec SA (ENXTPA:SOI),-1.15%,89.95,91.00,1.22,84150,68851.91
167,SOLB.BR,Solvay SA (ENXTBR:SOLB),-0.26%,34.28,34.37,1.17,214647,183853.36
168,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),0.59%,188.50,187.40,1.04,35026,33751.86
169,SPIE.PA,SPIE SA (ENXTPA:SPIE),-2.14%,36.50,37.30,1.51,310195,205890.45
170,SRP.PA,SRP Groupe S.A. (ENXTPA:SRP),-2.22%,1.10,1.12,0.40,12430,31457.59
171,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),1.60%,14.00,13.78,1.17,2965196,2534457.64
172,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),1.85%,25.30,24.83,1.41,3392603,2404445.59
173,SU.PA,Schneider Electric S.E. (ENXTPA:SU),0.69%,240.00,238.35,1.29,774433,600446.09
174,SW.PA,Sodexo S.A. (ENXTPA:SW),2.16%,78.05,76.40,1.19,314944,265636.91
175,TE.PA,Technip Energies N.V. (ENXTPA:TE),1.53%,22.60,22.26,0.78,266701,340310.95
176,TEP.PA,Teleperformance SE (ENXTPA:TEP),0.21%,96.20,96.00,1.03,204665,199188.41
177,TFI.PA,TF1 SA (ENXTPA:TFI),0.87%,8.10,8.03,0.87,59612,68654.05
178,TOUP.PA,Touax SCA (ENXTPA:TOUP),-1.27%,4.68,4.74,2.14,9894,4620.09
179,TRI.PA,Trigano S.A. (ENXTPA:TRI),0.19%,104.40,104.20,0.69,12076,17546.68
180,TTE.PA,TotalEnergies SE (ENXTPA:TTE),0.93%,61.91,61.34,1.13,3726537,3311476.23
181,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),-0.50%,11.96,12.02,0.62,563482,912776.91
182,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),-0.05%,76.74,76.78,0.64,195357,305660.91
183,VAC.PA,Pierre et Vacances SA (ENXTPA:VAC),0.84%,1.44,1.42,0.93,71099,76177.73
184,VANTI.PA,Vantiva S.A. (ENXTPA:VANTI),-0.92%,0.11,0.11,0.16,10361,64302.05
185,VCT.PA,Vicat S.A. (ENXTPA:VCT),-0.88%,33.75,34.05,0.96,21917,22944.41
186,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),0.34%,29.92,29.82,0.86,1145826,1331419.50
187,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),-5.31%,35.78,37.79,1.09,33156,30309.95
188,VIRP.PA,Virbac SA (ENXTPA:VIRP),-0.51%,392.00,394.00,1.01,3341,3321.64
189,VIV.PA,Vivendi SE (ENXTPA:VIV),3.04%,10.49,10.19,1.39,2019140,1449440.27
190,VK.PA,Vallourec S.A. (ENXTPA:VK),0.22%,13.65,13.61,1.89,893230,473523.36
191,VLA.PA,Valneva SE (ENXTPA:VLA),0.69%,2.63,2.62,0.61,393170,642097.45
192,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),-0.98%,8.10,8.18,0.44,53327,120216.41
193,VMX.PA,Verimatrix SA (ENXTPA:VMX),-1.30%,0.38,0.38,0.81,24065,29827.77
194,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),-2.06%,25.70,26.24,2.10,291096,138390.32
195,VU.PA,VusionGroup S.A. (ENXTPA:VU),0.07%,147.60,147.50,0.71,16558,23159.91
196,WAVE.PA,Wavestone SA (ENXTPA:WAVE),1.49%,54.50,53.70,0.30,8647,28646.82
197,WLN.PA,Worldline SA (ENXTPA:WLN),5.66%,6.23,5.90,1.44,3019927,2104457.91
198,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),2.04%,4.61,4.52,2.29,365991,159653.36
