,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
88,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),2.33%,22.00,21.50,0.84,545,646.57
89,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),-1.53%,121.90,123.80,1.24,76695,61986.62
90,GUI.PA,Guillemot Corporation S.A. (ENXTPA:GUI),-1.12%,5.28,5.34,0.27,1250,4677.48
92,HO.PA,Thales S.A. (ENXTPA:HO),-0.65%,144.90,145.85,1.57,180276,115011.00
93,ICAD.PA,Icade (ENXTPA:ICAD),3.66%,22.68,21.88,1.67,171895,102756.19
94,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),3.59%,390.00,376.50,1.34,6672,4973.33
96,IPN.PA,Ipsen S.A. (ENXTPA:IPN),0.19%,108.00,107.80,1.33,73259,55114.38
97,IPS.PA,Ipsos SA (ENXTPA:IPS),-1.59%,52.55,53.40,0.86,33581,39048.76
98,ITP.PA,Interparfums SA (ENXTPA:ITP),1.64%,43.35,42.65,1.54,33441,21712.05
99,IVA.PA,Inventiva S.A. (ENXTPA:IVA),-1.91%,2.05,2.09,1.46,23915,16366.14
100,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),-1.90%,14.48,14.76,2.63,74598,28400.86
101,KER.PA,Kering SA (ENXTPA:KER),-3.55%,236.25,244.95,1.12,287470,256466.19
102,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),-0.16%,31.55,31.60,1.42,13214,9285.00
104,LAT.PA,Latécoère S.A. (ENXTPA:LAT),4.35%,0.01,0.01,2.02,2185870,1084459.00
105,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),-0.13%,3.92,3.92,0.89,4049,4563.38
106,LI.PA,Klépierre SA (ENXTPA:LI),0.29%,28.12,28.04,1.19,605098,510078.33
107,LNA.PA,LNA Santé SA (ENXTPA:LNA),-3.28%,23.60,24.40,1.93,3878,2013.86
108,LOCAL.PA,Solocal Group S.A. (ENXTPA:LOCAL),3.57%,0.00,0.00,0.94,36763642,39268605.71
109,LR.PA,Legrand SA (ENXTPA:LR),-1.06%,96.66,97.70,1.44,417752,290820.71
110,LSS.PA,Lectra SA (ENXTPA:LSS),-1.44%,27.40,27.80,0.81,7085,8695.76
111,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),-1.86%,4.86,4.95,1.34,175517,131442.71
112,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",-1.16%,612.00,619.20,1.68,546371,325855.00
114,MDM.PA,Maisons du Monde S.A. (ENXTPA:MDM),-0.82%,3.61,3.64,1.20,39337,32917.71
115,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),-8.02%,16.98,18.46,2.51,200830,79918.62
116,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",-0.70%,5.67,5.71,0.49,4627,9403.14
117,MERY.PA,Mercialys SA (ENXTPA:MERY),0.17%,12.07,12.05,1.06,179079,169046.24
118,MF.PA,Wendel (ENXTPA:MF),-0.71%,90.30,90.95,0.97,23647,24425.52
119,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),3.58%,0.43,0.42,0.49,4972,10098.24
120,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),-0.65%,35.37,35.60,1.37,1282645,938433.90
121,MMT.PA,Métropole Télévision S.A. (ENXTPA:MMT),-1.30%,12.14,12.30,0.77,39092,50736.10
122,MRN.PA,Mersen S.A. (ENXTPA:MRN),-2.11%,27.80,28.40,1.43,33740,23668.95
123,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),-0.84%,20.00,20.17,1.09,2601871,2378965.86
124,MTU.PA,Manitou BF SA (ENXTPA:MTU),-2.86%,16.96,17.46,1.36,20996,15460.62
125,NACON.PA,Nacon S.A. (ENXTPA:NACON),-1.53%,1.03,1.05,0.45,36313,80556.90
126,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),-3.22%,4.45,4.60,0.66,39853,60318.10
127,NEOEN.PA,Neoen S.A. (ENXTPA:NEOEN),-0.10%,38.74,38.78,2.23,280524,125813.33
128,NEX.PA,Nexans S.A. (ENXTPA:NEX),-2.62%,115.40,118.50,0.73,96104,132512.38
130,NK.PA,Imerys S.A. (ENXTPA:NK),-1.35%,29.18,29.58,0.78,45758,58320.57
131,NXI.PA,Nexity SA (ENXTPA:NXI),-1.10%,9.85,9.96,1.11,117755,106338.76
132,OPM.PA,OPmobility SE (ENXTPA:OPM),-3.36%,8.48,8.77,1.17,146010,124294.38
133,OR.PA,L'Oréal S.A. (ENXTPA:OR),-1.23%,382.80,387.55,1.31,364186,277814.76
134,ORA.PA,Orange S.A. (ENXTPA:ORA),0.28%,10.80,10.77,1.37,6114474,4473476.71
135,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),0.54%,0.37,0.37,0.32,6166,18974.24
136,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),-3.73%,8.51,8.84,1.44,201000,139426.14
137,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),0.26%,5.74,5.72,1.06,103364,97383.76
138,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),-4.38%,74.20,77.60,2.30,12529,5456.76
139,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),-0.36%,1.66,1.67,0.19,1242,6466.50
140,PIG.PA,Haulotte Group SA (ENXTPA:PIG),-2.54%,2.69,2.76,1.28,11196,8732.00
141,PLX.PA,Pluxee N.V. (ENXTPA:PLX),-1.24%,20.75,21.01,0.67,65167,97736.00
142,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),-1.06%,0.56,0.57,0.28,82937,295424.52
143,PRC.PA,Artmarket.com (ENXTPA:PRC),-3.48%,4.44,4.60,1.18,2678,2265.86
144,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),-0.94%,95.14,96.04,1.07,294095,275545.67
145,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),-2.55%,1.53,1.57,2.11,22744,10766.00
146,PWG.PA,Prodways Group SA (ENXTPA:PWG),4.74%,0.53,0.51,1.83,23548,12876.90
147,QDT.PA,Quadient S.A. (ENXTPA:QDT),-3.16%,17.18,17.74,1.02,29837,29395.67
148,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),-1.97%,67.10,68.45,0.79,126184,158986.81
150,RI.PA,Pernod Ricard SA (ENXTPA:RI),-0.85%,123.15,124.20,0.77,325694,420921.86
151,RMS.PA,Hermès International Société en commandite par actions (ENXTPA:RMS),-1.95%,1909.50,1947.50,1.67,89654,53598.14
152,RNO.PA,Renault SA (ENXTPA:RNO),-2.96%,40.34,41.57,1.75,1113725,634688.52
153,RUI.PA,Rubis (ENXTPA:RUI),-10.85%,25.30,28.38,7.01,931901,133025.95
154,RXL.PA,Rexel S.A. (ENXTPA:RXL),-1.65%,22.04,22.41,1.83,938306,511802.86
155,S30.PA,Solutions 30 SE (ENXTPA:S30),-2.54%,1.50,1.53,0.61,99441,163382.52
156,SAF.PA,Safran SA (ENXTPA:SAF),-0.16%,192.35,192.65,1.80,579382,321491.05
157,SAN.PA,Sanofi (ENXTPA:SAN),-0.36%,104.54,104.92,1.58,2070863,1311273.81
158,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),-1.42%,90.10,91.40,1.88,4273,2271.57
159,SCR.PA,SCOR SE (ENXTPA:SCR),-2.69%,18.45,18.96,1.22,763235,625629.67
160,SEFER.PA,SergeFerrari Group SA (ENXTPA:SEFER),-0.86%,5.77,5.82,2.12,2133,1004.33
161,SESG.PA,SES S.A. (ENXTPA:SESG),-1.80%,4.81,4.89,0.84,285590,339711.48
162,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),-2.85%,75.04,77.24,1.64,953235,582698.81
163,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),-3.78%,0.37,0.38,0.45,248031,549296.10
164,SK.PA,SEB SA (ENXTPA:SK),-1.63%,90.55,92.05,0.76,28904,38118.67
165,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),-5.45%,2.08,2.20,1.41,221872,157153.43
166,SOI.PA,Soitec SA (ENXTPA:SOI),-0.48%,103.60,104.10,1.31,67057,51236.76
167,SOLB.BR,Solvay SA (ENXTBR:SOLB),-1.45%,31.21,31.67,1.18,163894,139275.10
168,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),-1.53%,173.70,176.40,1.52,37290,24586.52
169,SPIE.PA,SPIE SA (ENXTPA:SPIE),-0.27%,36.28,36.38,0.59,81207,138176.72
170,SRP.PA,SRP Groupe S.A. (ENXTPA:SRP),9.60%,1.09,0.99,3.50,77812,22258.57
171,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),-1.55%,14.06,14.28,0.98,2109730,2153065.86
172,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),-3.04%,25.82,26.63,1.48,2667333,1806001.81
173,SU.PA,Schneider Electric S.E. (ENXTPA:SU),-2.32%,214.95,220.05,1.52,839515,553340.05
174,SW.PA,Sodexo S.A. (ENXTPA:SW),-0.50%,79.40,79.80,0.94,173399,185063.52
175,TE.PA,Technip Energies N.V. (ENXTPA:TE),0.29%,20.56,20.50,1.01,269359,265633.05
176,TEP.PA,Teleperformance SE (ENXTPA:TEP),-2.96%,97.48,100.45,1.06,166842,156881.90
177,TFI.PA,TF1 SA (ENXTPA:TFI),-1.35%,8.02,8.14,1.00,71571,71656.10
178,TOUP.PA,Touax SCA (ENXTPA:TOUP),-0.87%,4.58,4.62,1.04,2585,2496.76
179,TRI.PA,Trigano S.A. (ENXTPA:TRI),-1.86%,100.00,101.90,1.63,19340,11841.29
180,TTE.PA,TotalEnergies SE (ENXTPA:TTE),-1.16%,59.86,60.56,1.57,4014800,2555042.62
181,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),-3.44%,14.72,15.24,1.51,683761,453775.00
182,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),1.47%,75.68,74.58,1.32,305531,231355.67
183,VAC.PA,Pierre et Vacances SA (ENXTPA:VAC),-1.87%,1.36,1.39,0.91,68437,75445.95
184,VANTI.PA,Vantiva S.A. (ENXTPA:VANTI),-0.91%,0.11,0.11,0.67,35498,52787.43
185,VCT.PA,Vicat S.A. (ENXTPA:VCT),-1.16%,29.90,30.25,1.42,25490,18013.43
186,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),-0.87%,29.60,29.86,1.12,1226139,1096815.67
187,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),-2.40%,36.56,37.46,0.85,30129,35282.19
188,VIRP.PA,Virbac SA (ENXTPA:VIRP),-0.29%,345.50,346.50,0.84,1649,1952.86
189,VIV.PA,Vivendi SE (ENXTPA:VIV),-0.93%,10.10,10.20,0.64,958005,1489577.81
190,VK.PA,Vallourec S.A. (ENXTPA:VK),-1.71%,13.51,13.74,0.77,299729,389348.33
191,VLA.PA,Valneva SE (ENXTPA:VLA),-1.60%,3.08,3.13,0.60,367431,616673.43
192,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),-7.46%,7.57,8.18,1.35,172867,127647.90
193,VMX.PA,Verimatrix SA (ENXTPA:VMX),-1.51%,0.39,0.40,0.23,7060,30685.67
194,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),-1.07%,25.84,26.12,0.98,121149,123601.29
195,VU.PA,VusionGroup S.A. (ENXTPA:VU),-3.03%,137.40,141.70,1.17,16828,14403.71
196,WAVE.PA,Wavestone SA (ENXTPA:WAVE),1.70%,53.90,53.00,1.46,17569,12046.52
197,WLN.PA,Worldline SA (ENXTPA:WLN),-0.58%,8.50,8.55,1.36,1132744,833065.43
198,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),-1.38%,5.01,5.07,1.30,126901,97776.14
