,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
47,CLARI.PA,Clariane SE (ENXTPA:CLARI),1.12%,1.80,1.78,0.65,765921,1179127.92
48,CO.PA,"Casino, Guichard-Perrachon S.A. (ENXTPA:CO)",-0.33%,3.36,3.37,0.86,151541,176786.96
49,COFA.PA,COFACE SA (ENXTPA:COFA),-0.95%,13.54,13.67,1.11,154150,139156.96
50,COV.PA,Covivio (ENXTPA:COV),0.37%,48.66,48.48,2.67,236639,88525.96
51,CRI.PA,Chargeurs SA (ENXTPA:CRI),-3.41%,10.20,10.56,0.45,2298,5133.12
52,CS.PA,AXA SA (ENXTPA:CS),1.41%,32.26,31.81,2.00,5822309,2917974.83
53,DBG.PA,Derichebourg SA (ENXTPA:DBG),-3.05%,4.58,4.73,1.05,153786,146769.83
54,DBV.PA,DBV Technologies S.A. (ENXTPA:DBV),-2.51%,0.86,0.88,0.46,57502,126202.08
55,DEC.PA,JCDecaux SE (ENXTPA:DEC),-2.69%,18.82,19.34,2.01,193116,96167.67
56,DG.PA,Vinci SA (ENXTPA:DG),-0.82%,102.25,103.10,1.03,991153,966107.25
57,DIM.PA,Sartorius Stedim Biotech S.A. (ENXTPA:DIM),-4.56%,175.75,184.15,0.89,105109,118162.08
58,DKUPL.PA,ADLPartner SA (ENXTPA:DKUPL),-1.69%,35.00,35.60,0.41,232,567.33
59,DSY.PA,Dassault Systèmes SE (ENXTPA:DSY),-3.25%,33.65,34.78,1.18,1879622,1597728.29
60,EAPI.PA,Euroapi S.A. (ENXTPA:EAPI),-3.91%,3.78,3.93,0.96,174609,180995.50
61,EDEN.PA,Edenred SE (ENXTPA:EDEN),-2.90%,36.52,37.61,1.18,842315,712914.04
63,EL.PA,EssilorLuxottica Société anonyme (ENXTPA:EL),-1.23%,208.40,211.00,1.07,523528,487928.54
64,ELIOR.PA,Elior Group SA (ENXTPA:ELIOR),-2.74%,3.05,3.14,1.07,531233,497812.04
65,ELIS.PA,Elis SA (ENXTPA:ELIS),-1.64%,20.40,20.74,1.01,289403,287128.08
66,EN.PA,Bouygues SA (ENXTPA:EN),-0.19%,31.27,31.33,1.06,658679,622073.29
67,ENGI.PA,Engie SA (ENXTPA:ENGI),2.79%,14.92,14.52,1.85,10802717,5824141.96
68,ENX.PA,Euronext N.V. (ENXTPA:ENX),-0.59%,93.15,93.70,1.87,304148,162560.54
69,EOS.PA,Acteos SA (ENXTPA:EOS),-0.75%,1.33,1.34,0.18,238,1287.04
70,ERA.PA,ERAMET S.A. (ENXTPA:ERA),-5.14%,72.90,76.85,1.93,103475,53555.21
71,ERF.PA,Eurofins Scientific SE (ENXTPA:ERF),-0.95%,54.38,54.90,0.73,332413,452881.25
72,ES.PA,Esso S.A.F. (ENXTPA:ES),-2.06%,133.20,136.00,0.87,15803,18168.08
73,ETL.PA,Eutelsat Group (ENXTPA:ETL),-3.09%,4.57,4.72,1.46,175653,119923.71
74,EXA.PA,Exail Technologies (ENXTPA:EXA),-3.58%,16.68,17.30,0.64,10275,15943.62
75,EXN.PA,Exclusive Networks SA (ENXTPA:EXN),-0.43%,23.10,23.20,2.02,199744,98721.17
76,FDE.PA,La Française de l'Energie S.A. (ENXTPA:FDE),-1.40%,28.10,28.50,0.57,5131,8988.96
77,FDJ.PA,La Française des Jeux Société anonyme (ENXTPA:FDJ),-1.29%,35.16,35.62,0.83,142012,170835.83
78,FGR.PA,Eiffage SA (ENXTPA:FGR),-0.22%,90.24,90.44,1.40,311300,222265.00
79,FII.PA,Lisi S.A. (ENXTPA:FII),1.39%,25.50,25.15,1.50,21328,14188.46
80,FNAC.PA,Fnac Darty SA (ENXTPA:FNAC),-1.49%,26.40,26.80,0.68,13051,19159.04
81,FR.PA,Valeo SE (ENXTPA:FR),-6.80%,9.64,10.35,1.36,1937468,1429822.38
82,FRVIA.PA,Forvia SE (ENXTPA:FRVIA),-9.16%,9.44,10.39,1.94,2112074,1086737.62
83,GBT.PA,Guerbet SA (ENXTPA:GBT),-1.71%,34.45,35.05,3.28,27202,8290.96
84,GET.PA,Getlink SE (ENXTPA:GET),-0.65%,16.11,16.22,1.08,679200,627592.88
85,GFC.PA,Gecina (ENXTPA:GFC),0.54%,93.15,92.65,1.28,158008,123279.00
86,GLE.PA,Société Générale Société anonyme (ENXTPA:GLE),-5.93%,20.53,21.83,3.05,9992518,3278230.25
87,GLO.PA,GL Events SA (ENXTPA:GLO),2.49%,18.92,18.46,2.37,39132,16481.17
88,GNFT.PA,Genfit S.A. (ENXTPA:GNFT),-5.00%,3.80,4.00,1.04,210118,201941.21
89,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),-0.43%,22.90,23.00,0.13,102,800.58
90,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),-4.12%,130.40,136.00,0.83,65610,78906.21
91,GUI.PA,Guillemot Corporation S.A. (ENXTPA:GUI),-9.33%,5.44,6.00,4.26,23481,5509.67
92,HCO.PA,High Co. SA (ENXTPA:HCO),-0.75%,2.63,2.65,3.31,20211,6106.54
93,HO.PA,Thales S.A. (ENXTPA:HO),-0.48%,144.50,145.20,0.84,174993,208402.29
94,ICAD.PA,Icade (ENXTPA:ICAD),-0.97%,20.40,20.60,1.23,135695,110182.29
95,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),-1.15%,428.00,433.00,0.93,3084,3323.04
96,IPH.PA,Innate Pharma S.A. (ENXTPA:IPH),-0.98%,2.03,2.05,1.01,35893,35457.54
97,IPN.PA,Ipsen S.A. (ENXTPA:IPN),1.17%,104.10,102.90,1.22,89125,73017.29
98,IPS.PA,Ipsos SA (ENXTPA:IPS),-1.32%,56.10,56.85,1.51,92944,61534.83
99,ITP.PA,Interparfums SA (ENXTPA:ITP),-2.45%,45.75,46.90,0.89,36429,40989.46
100,IVA.PA,Inventiva S.A. (ENXTPA:IVA),1.17%,2.15,2.13,0.41,19926,48719.83
101,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),-1.18%,15.06,15.24,1.75,45846,26252.67
102,KER.PA,Kering SA (ENXTPA:KER),-1.70%,272.40,277.10,1.51,399009,263644.67
103,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),-0.16%,30.85,30.90,0.82,14606,17892.58
104,LACR.PA,LACROIX Group SA (ENXTPA:LACR),0.99%,20.40,20.20,0.77,1059,1372.62
105,LAT.PA,Latécoère S.A. (ENXTPA:LAT),-1.08%,0.01,0.01,0.82,892552,1092552.00
106,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),-0.13%,3.89,3.89,0.55,3424,6216.08
107,LI.PA,Klépierre SA (ENXTPA:LI),-0.22%,26.72,26.78,1.47,888653,603376.50
108,LNA.PA,LNA Santé SA (ENXTPA:LNA),-2.54%,24.95,25.60,0.76,1923,2537.96
109,LOCAL.PA,Solocal Group S.A. (ENXTPA:LOCAL),-6.06%,0.00,0.00,3.69,92423298,25018966.04
110,LR.PA,Legrand SA (ENXTPA:LR),-3.34%,93.90,97.14,1.11,473497,425795.33
111,LSS.PA,Lectra SA (ENXTPA:LSS),-3.05%,25.40,26.20,1.02,13329,13113.50
112,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),-3.72%,5.31,5.51,1.45,229047,158316.00
113,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",-1.79%,630.50,642.00,1.38,523366,380580.17
114,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),-4.03%,2.38,2.48,0.66,41157,62528.88
116,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),-5.46%,15.24,16.12,1.87,111753,59820.96
117,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",0.50%,6.09,6.06,0.67,22092,33148.08
118,MERY.PA,Mercialys SA (ENXTPA:MERY),-0.34%,11.74,11.78,1.25,233436,187178.21
119,MF.PA,Wendel (ENXTPA:MF),-2.94%,85.95,88.55,0.94,38751,41279.04
120,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),-4.38%,0.48,0.50,0.33,4147,12447.54
121,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),-1.39%,35.46,35.96,1.27,1811847,1424077.92
122,MMT.PA,Métropole Télévision S.A. (ENXTPA:MMT),-1.49%,11.90,12.08,1.06,70679,66365.75
123,MRN.PA,Mersen S.A. (ENXTPA:MRN),-1.75%,30.95,31.50,1.27,46358,36436.33
124,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),-2.85%,19.42,19.99,1.23,3004909,2434544.96
125,MTU.PA,Manitou BF SA (ENXTPA:MTU),-1.45%,20.45,20.75,4.09,51728,12655.83
126,NACON.PA,Nacon S.A. (ENXTPA:NACON),-2.80%,1.11,1.14,0.84,83118,99154.29
127,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),-3.54%,4.63,4.80,0.86,38714,45068.00
128,NEOEN.PA,Neoen S.A. (ENXTPA:NEOEN),0.37%,38.48,38.34,0.47,135342,287968.38
129,NEX.PA,Nexans S.A. (ENXTPA:NEX),-2.60%,112.60,115.60,0.96,133781,139302.12
131,NK.PA,Imerys S.A. (ENXTPA:NK),-2.43%,29.66,30.40,1.96,134249,68617.96
132,NXI.PA,Nexity SA (ENXTPA:NXI),-4.36%,9.66,10.10,0.74,142293,191399.08
133,OPM.PA,OPmobility SE (ENXTPA:OPM),-4.77%,8.98,9.43,0.78,148800,191235.58
134,OR.PA,L'Oréal S.A. (ENXTPA:OR),-1.75%,381.05,387.85,1.46,467572,320973.96
135,ORA.PA,Orange S.A. (ENXTPA:ORA),0.34%,10.35,10.31,1.41,8300764,5881578.08
137,ORP.PA,Orpea SA (ENXTPA:ORP),-2.08%,10.07,10.29,1.18,401066,338510.58
138,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),-9.62%,7.05,7.80,1.98,334082,168402.33
139,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),-2.14%,5.72,5.84,0.70,66161,94546.83
140,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),-2.07%,80.60,82.30,1.39,7851,5636.50
141,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),-1.13%,1.92,1.94,0.45,1974,4339.67
142,PIG.PA,Haulotte Group SA (ENXTPA:PIG),-6.29%,2.83,3.02,2.46,22106,9000.75
143,PLX.PA,Pluxee N.V. (ENXTPA:PLX),-4.28%,20.47,21.38,0.91,217573,238263.54
144,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),-3.83%,0.58,0.60,0.53,144267,274733.75
146,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),-4.27%,90.92,94.98,1.34,596157,446331.25
147,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),-0.83%,1.79,1.80,0.46,11105,24192.83
148,PWG.PA,Prodways Group SA (ENXTPA:PWG),1.17%,0.52,0.51,0.09,7414,79303.21
149,QDT.PA,Quadient S.A. (ENXTPA:QDT),-2.01%,17.58,17.94,0.81,27097,33584.96
150,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),-0.14%,72.00,72.10,0.63,61906,97494.92
151,RF.PA,Eurazeo SE (ENXTPA:RF),-6.01%,67.20,71.50,1.68,141630,84090.92
152,RI.PA,Pernod Ricard SA (ENXTPA:RI),0.37%,123.15,122.70,0.91,393477,433092.67
153,RMS.PA,Hermès International Société en commandite par actions (ENXTPA:RMS),-2.46%,1960.50,2010.00,1.36,80574,59146.67
154,RNO.PA,Renault SA (ENXTPA:RNO),-3.99%,41.88,43.62,1.82,1698589,932699.00
155,RUI.PA,Rubis (ENXTPA:RUI),-0.63%,28.44,28.62,0.73,87478,120260.50
156,RXL.PA,Rexel S.A. (ENXTPA:RXL),-3.37%,21.49,22.24,1.21,720871,593408.75
157,S30.PA,Solutions 30 SE (ENXTPA:S30),-2.53%,1.43,1.47,0.65,311303,480832.75
158,SAF.PA,Safran SA (ENXTPA:SAF),-1.11%,191.15,193.30,1.91,990103,518762.58
159,SAN.PA,Sanofi (ENXTPA:SAN),1.18%,96.15,95.03,1.54,2179599,1419250.25
160,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),0.10%,98.70,98.60,0.89,3055,3447.21
161,SCR.PA,SCOR SE (ENXTPA:SCR),-2.50%,18.32,18.79,0.91,890336,982926.58
162,SEFER.PA,SergeFerrari Group SA (ENXTPA:SEFER),-2.52%,5.80,5.95,1.06,2875,2708.17
163,SESG.PA,SES S.A. (ENXTPA:SESG),-1.31%,4.53,4.59,1.67,754970,450839.75
164,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),-3.53%,73.68,76.38,1.64,1439407,876401.62
165,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),-6.25%,0.30,0.32,0.93,137041,147768.88
166,SK.PA,SEB SA (ENXTPA:SK),-1.16%,89.40,90.45,0.99,46699,47181.96
167,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),-8.41%,2.02,2.20,2.80,499812,178338.33
168,SOI.PA,Soitec SA (ENXTPA:SOI),-3.87%,114.30,118.90,1.71,145522,85222.71
169,SOLB.BR,Solvay SA (ENXTBR:SOLB),-1.94%,30.86,31.47,1.30,265760,204434.42
170,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),-0.12%,170.40,170.60,2.00,74675,37339.42
171,SPIE.PA,SPIE SA (ENXTPA:SPIE),-2.57%,34.06,34.96,0.59,132226,224917.71
172,SRP.PA,SRP Groupe S.A. (ENXTPA:SRP),-0.96%,0.82,0.83,0.23,5159,22330.46
173,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),-3.34%,14.69,15.20,1.70,5176427,3041023.92
174,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),-5.63%,27.92,29.58,2.11,4650998,2206413.00
175,SU.PA,Schneider Electric S.E. (ENXTPA:SU),-4.77%,203.50,213.70,1.93,1436939,743303.92
176,SW.PA,Sodexo S.A. (ENXTPA:SW),-1.72%,85.80,87.30,0.80,194979,242587.42
177,TE.PA,Technip Energies N.V. (ENXTPA:TE),-7.28%,20.64,22.26,2.69,829878,308156.54
178,TEP.PA,Teleperformance SE (ENXTPA:TEP),-4.45%,110.55,115.70,1.10,279406,253206.00
179,TFI.PA,TF1 SA (ENXTPA:TFI),-1.12%,7.97,8.06,0.75,77042,103131.12
180,TOUP.PA,Touax SCA (ENXTPA:TOUP),-1.92%,5.10,5.20,1.44,10317,7148.21
181,TRI.PA,Trigano S.A. (ENXTPA:TRI),-1.51%,104.10,105.70,0.69,13343,19247.38
182,TTE.PA,TotalEnergies SE (ENXTPA:TTE),-1.24%,61.14,61.91,1.37,4188934,3053019.54
183,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),-4.61%,17.49,18.33,1.31,728384,555767.08
184,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),-2.32%,67.32,68.92,1.37,553843,403114.04
185,VAC.PA,Pierre et Vacances SA (ENXTPA:VAC),-3.08%,1.32,1.36,0.93,167358,180862.33
186,VANTI.PA,Vantiva S.A. (ENXTPA:VANTI),-1.12%,0.11,0.11,0.61,94244,154521.88
187,VCT.PA,Vicat S.A. (ENXTPA:VCT),-1.26%,31.40,31.80,1.20,24800,20653.54
188,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),0.50%,28.31,28.17,1.87,3091189,1650198.62
189,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),-9.11%,42.00,46.21,2.20,94120,42810.79
190,VIRP.PA,Virbac SA (ENXTPA:VIRP),-1.88%,339.00,345.50,0.47,1661,3522.21
191,VIV.PA,Vivendi SE (ENXTPA:VIV),-2.39%,9.40,9.63,0.87,2430770,2799523.54
192,VK.PA,Vallourec S.A. (ENXTPA:VK),-5.08%,13.84,14.58,1.30,708912,546194.42
193,VLA.PA,Valneva SE (ENXTPA:VLA),-3.08%,3.15,3.25,0.86,281477,326018.62
194,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),0.79%,10.16,10.08,0.68,55977,81906.08
195,VMX.PA,Verimatrix SA (ENXTPA:VMX),-5.28%,0.36,0.38,0.73,18389,25147.92
196,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),-4.04%,26.12,27.22,0.65,189039,291942.62
197,VU.PA,VusionGroup S.A. (ENXTPA:VU),-2.24%,126.60,129.50,1.17,27723,23776.92
198,WAVE.PA,Wavestone SA (ENXTPA:WAVE),-1.72%,51.40,52.30,0.95,10213,10737.04
199,WLN.PA,Worldline SA (ENXTPA:WLN),-6.46%,8.32,8.89,2.92,3391965,1161353.00
200,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),-3.80%,5.45,5.66,1.49,250196,168436.79
