,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
29,BIG.PA,BigBen Interactive (ENXTPA:BIG),0.23%,2.18,2.18,0.10,2212,23166.50
30,BIM.PA,bioMérieux S.A. (ENXTPA:BIM),0.57%,97.30,96.75,0.46,34452,74333.96
31,BLC.PA,Bastide Le Confort Médical SA (ENXTPA:BLC),3.23%,19.82,19.20,0.17,704,4129.21
32,BLV.PA,Believe S.A. (ENXTPA:BLV),4.41%,14.20,13.60,0.21,613,2945.12
33,BN.PA,Danone S.A. (ENXTPA:BN),-0.69%,60.10,60.52,0.73,870640,1190429.29
34,BNP.PA,BNP Paribas SA (ENXTPA:BNP),-0.29%,59.25,59.42,0.68,1725418,2530568.96
35,BOI.PA,Boiron SA (ENXTPA:BOI),-2.71%,30.55,31.40,2.19,3375,1539.46
36,BOL.PA,Bolloré SE (ENXTPA:BOL),1.56%,5.85,5.76,1.36,1716732,1264225.12
37,BON.PA,Bonduelle SCA (ENXTPA:BON),-0.71%,6.96,7.01,0.47,10083,21278.79
38,BVI.PA,Bureau Veritas SA (ENXTPA:BVI),1.37%,28.10,27.72,0.54,347403,643651.25
39,CA.PA,Carrefour SA (ENXTPA:CA),-0.04%,13.78,13.78,0.55,894743,1630335.29
40,CAFO.PA,Centrale d'Achat Française pour l'Outre-Mer Société Anonyme (ENXTPA:CAFO),2.08%,8.82,8.64,0.47,386,814.08
41,CAP.PA,Capgemini SE (ENXTPA:CAP),-0.03%,176.25,176.30,0.67,260092,385827.67
42,CARM.PA,Carmila S.A. (ENXTPA:CARM),1.24%,16.36,16.16,1.46,54024,36915.58
43,CATG.PA,SA Catana Group (ENXTPA:CATG),-0.72%,4.82,4.86,0.55,25191,45777.25
44,CDA.PA,Compagnie des Alpes SA (ENXTPA:CDA),0.31%,12.98,12.94,1.56,53195,34076.54
45,CGM.PA,Cegedim SA (ENXTPA:CGM),-2.77%,12.30,12.65,0.22,965,4470.83
47,CLARI.PA,Clariane SE (ENXTPA:CLARI),-0.79%,1.88,1.90,0.24,297998,1225724.79
48,CO.PA,"Casino, Guichard-Perrachon S.A. (ENXTPA:CO)",0.38%,3.40,3.38,0.33,50687,151773.42
49,COFA.PA,COFACE SA (ENXTPA:COFA),-0.44%,13.69,13.75,0.75,110319,147440.38
50,COV.PA,Covivio (ENXTPA:COV),1.96%,47.78,46.86,0.49,45911,92956.25
52,CS.PA,AXA SA (ENXTPA:CS),1.43%,32.60,32.14,1.26,3767555,3002018.71
53,DBG.PA,Derichebourg SA (ENXTPA:DBG),0.89%,4.52,4.48,0.63,90745,143402.58
54,DBV.PA,DBV Technologies S.A. (ENXTPA:DBV),0.24%,0.84,0.84,0.12,13478,114889.46
55,DEC.PA,JCDecaux SE (ENXTPA:DEC),1.63%,18.09,17.80,1.26,131799,104753.92
56,DG.PA,Vinci SA (ENXTPA:DG),0.58%,103.45,102.85,0.66,589920,896350.12
57,DIM.PA,Sartorius Stedim Biotech S.A. (ENXTPA:DIM),-0.34%,175.00,175.60,0.28,31258,111253.33
58,DKUPL.PA,ADLPartner SA (ENXTPA:DKUPL),0.87%,34.90,34.60,0.26,170,643.54
59,DSY.PA,Dassault Systèmes SE (ENXTPA:DSY),0.33%,33.54,33.43,0.45,742555,1647213.58
60,EAPI.PA,Euroapi S.A. (ENXTPA:EAPI),0.74%,4.08,4.05,0.86,154032,178606.83
61,EDEN.PA,Edenred SE (ENXTPA:EDEN),0.17%,35.98,35.92,0.34,242368,720383.46
62,EKI.PA,EKINOPS S.A. (ENXTPA:EKI),-0.85%,3.49,3.52,0.30,7954,26347.04
63,EL.PA,EssilorLuxottica Société anonyme (ENXTPA:EL),0.05%,208.50,208.40,0.57,284599,496611.75
64,ELIOR.PA,Elior Group SA (ENXTPA:ELIOR),3.34%,3.09,2.99,1.07,504265,470635.33
65,ELIS.PA,Elis SA (ENXTPA:ELIS),2.44%,20.98,20.48,0.60,178311,297508.46
66,EN.PA,Bouygues SA (ENXTPA:EN),0.48%,31.29,31.14,0.54,334107,616598.46
67,ENGI.PA,Engie SA (ENXTPA:ENGI),0.79%,15.26,15.14,0.89,5293220,5947340.08
68,ENX.PA,Euronext N.V. (ENXTPA:ENX),0.99%,91.40,90.50,0.64,108842,171378.25
70,ERA.PA,ERAMET S.A. (ENXTPA:ERA),0.29%,68.75,68.55,0.94,54972,58228.54
71,ERF.PA,Eurofins Scientific SE (ENXTPA:ERF),-0.41%,52.84,53.06,0.57,221737,387135.29
72,ES.PA,Esso S.A.F. (ENXTPA:ES),0.75%,133.60,132.60,0.49,8420,17030.38
73,ETL.PA,Eutelsat Group (ENXTPA:ETL),-2.13%,4.14,4.23,1.69,240376,142158.62
74,EXA.PA,Exail Technologies (ENXTPA:EXA),1.68%,16.94,16.66,0.32,4280,13535.38
76,FDE.PA,La Française de l'Energie S.A. (ENXTPA:FDE),-0.35%,28.55,28.65,1.17,8772,7508.79
77,FDJ.PA,La Française des Jeux Société anonyme (ENXTPA:FDJ),2.45%,35.18,34.34,0.93,168555,181027.96
78,FGR.PA,Eiffage SA (ENXTPA:FGR),0.62%,90.58,90.02,0.76,163831,215035.58
79,FII.PA,Lisi S.A. (ENXTPA:FII),1.97%,25.90,25.40,0.59,8585,14486.17
80,FNAC.PA,Fnac Darty SA (ENXTPA:FNAC),2.94%,26.30,25.55,0.57,11386,20045.42
81,FR.PA,Valeo SE (ENXTPA:FR),0.76%,9.49,9.42,0.43,629149,1479112.83
82,FRVIA.PA,Forvia SE (ENXTPA:FRVIA),1.37%,9.15,9.03,0.59,669593,1133254.17
83,GBT.PA,Guerbet SA (ENXTPA:GBT),0.15%,33.65,33.60,0.84,7278,8648.12
84,GET.PA,Getlink SE (ENXTPA:GET),0.25%,15.91,15.87,0.76,545307,717026.83
85,GFC.PA,Gecina (ENXTPA:GFC),2.18%,93.70,91.70,0.60,73782,122340.33
86,GLE.PA,Société Générale Société anonyme (ENXTPA:GLE),0.02%,20.43,20.42,0.40,1338392,3371531.12
87,GLO.PA,GL Events SA (ENXTPA:GLO),-0.32%,18.72,18.78,0.30,4756,16116.58
88,GNFT.PA,Genfit S.A. (ENXTPA:GNFT),-1.99%,3.70,3.78,0.52,86242,165934.08
89,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),1.30%,23.30,23.00,0.05,25,493.33
90,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),-0.63%,126.20,127.00,1.05,77474,73544.71
91,GUI.PA,Guillemot Corporation S.A. (ENXTPA:GUI),-0.73%,5.46,5.50,0.30,1484,4977.38
92,HCO.PA,High Co. SA (ENXTPA:HCO),2.73%,2.63,2.56,0.84,6974,8291.33
93,HO.PA,Thales S.A. (ENXTPA:HO),0.86%,147.35,146.10,0.50,101644,204750.71
94,ICAD.PA,Icade (ENXTPA:ICAD),1.78%,20.64,20.28,0.63,66422,104968.58
95,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),2.38%,430.00,420.00,0.69,2246,3251.75
96,IPH.PA,Innate Pharma S.A. (ENXTPA:IPH),-1.98%,1.98,2.02,0.72,22283,31007.58
97,IPN.PA,Ipsen S.A. (ENXTPA:IPN),1.18%,103.10,101.90,0.51,35311,69629.17
98,IPS.PA,Ipsos SA (ENXTPA:IPS),0.72%,55.80,55.40,0.31,19449,62253.04
99,ITP.PA,Interparfums SA (ENXTPA:ITP),-0.11%,45.35,45.40,0.44,16982,38940.75
101,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),1.08%,14.94,14.78,0.45,15336,33942.25
102,KER.PA,Kering SA (ENXTPA:KER),-1.78%,254.55,259.15,0.85,244877,288396.71
103,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),1.87%,30.00,29.45,0.39,6329,16252.88
104,LACR.PA,LACROIX Group SA (ENXTPA:LACR),1.49%,20.40,20.10,0.52,581,1108.83
106,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),0.50%,3.99,3.97,0.40,2305,5795.50
107,LI.PA,Klépierre SA (ENXTPA:LI),0.30%,26.44,26.36,0.67,411157,614807.96
108,LNA.PA,LNA Santé SA (ENXTPA:LNA),0.83%,24.30,24.10,0.65,1458,2244.12
110,LR.PA,Legrand SA (ENXTPA:LR),0.58%,93.20,92.66,0.56,242666,431499.79
111,LSS.PA,Lectra SA (ENXTPA:LSS),1.76%,25.95,25.50,0.97,13054,13453.79
112,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),0.19%,5.28,5.28,0.51,83180,161667.92
113,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",0.43%,636.00,633.30,0.63,256475,406892.33
114,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),0.22%,2.32,2.32,0.45,29544,66039.74
115,MDM.PA,Maisons du Monde S.A. (ENXTPA:MDM),2.03%,3.51,3.44,0.34,13517,40159.54
116,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),1.94%,15.80,15.50,0.64,36229,56586.38
117,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",-0.81%,6.11,6.16,0.26,5510,21102.38
118,MERY.PA,Mercialys SA (ENXTPA:MERY),1.99%,11.78,11.55,1.34,289956,217000.67
119,MF.PA,Wendel (ENXTPA:MF),0.70%,85.75,85.15,0.50,18422,36779.71
120,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),-7.41%,0.43,0.46,2.51,30753,12229.58
121,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),0.21%,34.20,34.13,0.64,937411,1454071.79
122,MMT.PA,Métropole Télévision S.A. (ENXTPA:MMT),-0.34%,11.76,11.80,0.81,50558,62252.50
123,MRN.PA,Mersen S.A. (ENXTPA:MRN),1.48%,30.95,30.50,0.70,22816,32624.96
124,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),0.45%,20.09,20.00,0.93,2466796,2661083.96
125,MTU.PA,Manitou BF SA (ENXTPA:MTU),-0.51%,19.60,19.70,0.81,9274,11518.79
126,NACON.PA,Nacon S.A. (ENXTPA:NACON),0.55%,1.11,1.10,0.11,8697,78934.12
127,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),1.63%,4.37,4.30,0.52,23637,45366.12
129,NEX.PA,Nexans S.A. (ENXTPA:NEX),1.10%,119.10,117.80,1.15,168406,146286.25
130,NHOA.PA,NHOA S.A. (ENXTPA:NHOA),0.19%,1.08,1.08,0.11,27769,243068.79
131,NK.PA,Imerys S.A. (ENXTPA:NK),-0.20%,29.22,29.28,1.05,80268,76124.25
132,NXI.PA,Nexity SA (ENXTPA:NXI),0.67%,9.80,9.73,0.45,78004,174986.25
133,OPM.PA,OPmobility SE (ENXTPA:OPM),0.23%,8.64,8.61,0.47,95537,204594.54
134,OR.PA,L'Oréal S.A. (ENXTPA:OR),-0.84%,382.75,386.00,1.12,397947,354770.21
135,ORA.PA,Orange S.A. (ENXTPA:ORA),-0.20%,10.14,10.16,1.03,6178956,5987321.83
136,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),0.57%,0.35,0.35,3.03,93991,31022.67
137,ORP.PA,Orpea SA (ENXTPA:ORP),-3.53%,9.84,10.20,0.38,135074,353415.39
138,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),1.29%,7.08,6.99,0.41,61332,149969.04
139,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),0.28%,5.41,5.39,0.49,44947,91389.04
140,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),-0.99%,80.00,80.80,0.81,4442,5458.33
141,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),-0.11%,1.85,1.85,1.43,6057,4235.83
142,PIG.PA,Haulotte Group SA (ENXTPA:PIG),-1.00%,2.97,3.00,0.31,2826,9024.96
143,PLX.PA,Pluxee N.V. (ENXTPA:PLX),0.16%,20.02,19.99,0.67,118749,176047.54
144,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),-5.33%,0.60,0.64,1.51,592540,393031.67
145,PRC.PA,Artmarket.com (ENXTPA:PRC),-0.22%,4.54,4.55,0.05,156,3309.62
146,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),0.18%,90.94,90.78,0.39,177086,457190.12
147,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),-0.27%,1.84,1.84,0.12,2436,20130.50
148,PWG.PA,Prodways Group SA (ENXTPA:PWG),-1.38%,0.50,0.51,2.09,30131,14420.25
149,QDT.PA,Quadient S.A. (ENXTPA:QDT),1.05%,17.34,17.16,0.52,14935,28755.12
150,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),0.64%,71.15,70.70,0.54,48879,90288.54
151,RF.PA,Eurazeo SE (ENXTPA:RF),0.67%,67.20,66.75,1.03,92279,89556.88
152,RI.PA,Pernod Ricard SA (ENXTPA:RI),0.45%,122.20,121.65,0.66,276165,416805.17
153,RMS.PA,Hermès International Société en commandite par actions (ENXTPA:RMS),0.65%,2016.00,2003.00,0.72,45431,62977.75
154,RNO.PA,Renault SA (ENXTPA:RNO),0.37%,40.54,40.39,0.62,643991,1037821.71
155,RUI.PA,Rubis (ENXTPA:RUI),1.11%,27.40,27.10,0.64,78981,122844.25
156,RXL.PA,Rexel S.A. (ENXTPA:RXL),2.31%,22.11,21.61,0.92,583810,633782.38
157,S30.PA,Solutions 30 SE (ENXTPA:S30),0.07%,1.41,1.41,0.47,223960,480713.92
158,SAF.PA,Safran SA (ENXTPA:SAF),0.52%,192.55,191.55,0.77,413881,539870.46
159,SAN.PA,Sanofi (ENXTPA:SAN),0.65%,96.25,95.63,0.63,926471,1469701.08
160,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),-0.21%,95.60,95.80,0.46,1450,3125.21
161,SCR.PA,SCOR SE (ENXTPA:SCR),-0.70%,16.95,17.07,0.80,842204,1051934.67
162,SEFER.PA,SergeFerrari Group SA (ENXTPA:SEFER),-0.35%,5.77,5.79,0.58,1870,3246.71
163,SESG.PA,SES S.A. (ENXTPA:SESG),2.78%,4.66,4.54,1.08,510883,473697.29
164,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),0.65%,73.86,73.38,0.61,550999,905594.79
165,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),-3.13%,0.31,0.32,0.19,25971,139256.08
166,SK.PA,SEB SA (ENXTPA:SK),0.51%,88.95,88.50,0.57,26912,47368.21
167,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),-2.43%,1.77,1.81,0.30,59249,197671.75
168,SOI.PA,Soitec SA (ENXTPA:SOI),-2.14%,105.40,107.70,0.51,44220,86327.21
169,SOLB.BR,Solvay SA (ENXTBR:SOLB),1.17%,31.16,30.80,0.84,179785,214327.42
170,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),-0.36%,166.70,167.30,0.80,34009,42521.29
171,SPIE.PA,SPIE SA (ENXTPA:SPIE),1.15%,33.50,33.12,0.64,132092,207224.54
173,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),-1.11%,14.07,14.23,0.63,2114432,3335429.29
174,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),-0.09%,26.73,26.75,0.61,1562775,2581627.62
175,SU.PA,Schneider Electric S.E. (ENXTPA:SU),0.60%,210.45,209.20,0.90,749211,833839.62
176,SW.PA,Sodexo S.A. (ENXTPA:SW),0.41%,85.85,85.50,0.37,80221,214292.96
177,TE.PA,Technip Energies N.V. (ENXTPA:TE),2.17%,20.72,20.28,1.04,362561,348379.50
178,TEP.PA,Teleperformance SE (ENXTPA:TEP),1.04%,101.55,100.50,0.52,122168,236379.00
179,TFI.PA,TF1 SA (ENXTPA:TFI),0.26%,7.82,7.80,0.51,47084,92408.92
180,TOUP.PA,Touax SCA (ENXTPA:TOUP),0.39%,5.14,5.12,0.65,4375,6719.50
181,TRI.PA,Trigano S.A. (ENXTPA:TRI),-0.10%,103.40,103.50,0.44,8354,18876.79
182,TTE.PA,TotalEnergies SE (ENXTPA:TTE),0.72%,61.35,60.91,0.60,1895672,3137326.67
183,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),1.69%,16.90,16.61,0.70,371573,534502.50
184,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),1.42%,67.00,66.06,0.42,167456,398704.29
185,VAC.PA,Pierre et Vacances SA (ENXTPA:VAC),1.38%,1.32,1.31,0.24,42490,174585.04
187,VCT.PA,Vicat S.A. (ENXTPA:VCT),0.84%,30.00,29.75,0.90,20131,22245.79
188,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),0.83%,27.80,27.57,0.68,1169030,1718503.67
189,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),0.66%,37.38,37.13,1.73,86945,50275.25
190,VIRP.PA,Virbac SA (ENXTPA:VIRP),1.34%,339.50,335.00,0.42,1115,2660.58
191,VIV.PA,Vivendi SE (ENXTPA:VIV),0.15%,9.45,9.43,0.42,1222057,2921061.46
192,VK.PA,Vallourec S.A. (ENXTPA:VK),-0.96%,13.45,13.58,0.66,356990,544884.46
193,VLA.PA,Valneva SE (ENXTPA:VLA),0.91%,3.11,3.09,0.31,93268,303594.38
194,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),2.39%,10.28,10.04,0.70,50390,72490.38
195,VMX.PA,Verimatrix SA (ENXTPA:VMX),2.50%,0.37,0.36,0.07,1906,26744.83
196,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),0.91%,26.58,26.34,0.49,146742,300606.33
197,VU.PA,VusionGroup S.A. (ENXTPA:VU),-0.15%,133.80,134.00,0.44,9769,22138.88
198,WAVE.PA,Wavestone SA (ENXTPA:WAVE),1.17%,51.90,51.30,0.49,4670,9566.83
199,WLN.PA,Worldline SA (ENXTPA:WLN),-1.06%,7.87,7.95,0.82,1171691,1420365.67
200,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),1.70%,5.37,5.28,0.60,108306,180662.08
