,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
22,ATE.PA,Alten S.A. (ENXTPA:ATE),0.40%,99.65,99.25,0.50,19107,37863.04
24,AVT.PA,Avenir Telecom S.A. (ENXTPA:AVT),-3.54%,0.09,0.09,0.48,69230,143246.67
25,AYV.PA,Ayvens (ENXTPA:AYV),-1.27%,6.24,6.32,0.58,225551,386366.25
26,BALYO.PA,Balyo SA (ENXTPA:BALYO),-1.17%,0.59,0.60,0.09,461,5084.29
27,BB.PA,Société BIC SA (ENXTPA:BB),0.50%,60.30,60.00,0.83,16677,20105.42
28,BEN.PA,Bénéteau S.A. (ENXTPA:BEN),1.83%,9.47,9.30,0.33,48929,147844.88
29,BIG.PA,BigBen Interactive (ENXTPA:BIG),4.15%,2.26,2.17,1.66,28407,17144.17
30,BIM.PA,bioMérieux S.A. (ENXTPA:BIM),-0.48%,103.40,103.90,0.78,51570,66082.17
31,BLC.PA,Bastide Le Confort Médical SA (ENXTPA:BLC),0.93%,21.70,21.50,0.62,2037,3291.83
32,BLV.PA,Believe S.A. (ENXTPA:BLV),-5.70%,14.24,15.10,0.18,458,2574.08
33,BN.PA,Danone S.A. (ENXTPA:BN),-0.07%,60.82,60.86,0.85,944530,1113529.58
34,BNP.PA,BNP Paribas SA (ENXTPA:BNP),0.56%,61.42,61.08,0.68,1539381,2268362.12
35,BOI.PA,Boiron SA (ENXTPA:BOI),2.20%,32.55,31.85,0.24,305,1276.38
36,BOL.PA,Bolloré SE (ENXTPA:BOL),1.12%,5.85,5.78,0.29,383999,1310217.42
37,BON.PA,Bonduelle SCA (ENXTPA:BON),1.17%,6.90,6.82,0.59,12034,20512.04
39,CA.PA,Carrefour SA (ENXTPA:CA),0.88%,14.26,14.14,0.61,842502,1379496.92
40,CAFO.PA,Centrale d'Achat Française pour l'Outre-Mer Société Anonyme (ENXTPA:CAFO),-0.23%,8.62,8.64,3.36,2323,691.88
41,CAP.PA,Capgemini SE (ENXTPA:CAP),-0.27%,182.55,183.05,0.35,112373,321419.25
42,CARM.PA,Carmila S.A. (ENXTPA:CARM),0.59%,17.00,16.90,0.59,23591,39699.79
43,CATG.PA,SA Catana Group (ENXTPA:CATG),-3.59%,5.10,5.29,0.97,34342,35342.83
44,CDA.PA,Compagnie des Alpes SA (ENXTPA:CDA),1.64%,13.66,13.44,0.73,23031,31666.75
46,CLA.PA,Claranova SE (ENXTPA:CLA),-0.80%,1.48,1.50,0.44,39001,87967.33
47,CLARI.PA,Clariane SE (ENXTPA:CLARI),0.55%,1.82,1.81,0.70,719155,1022750.46
48,CO.PA,"Casino, Guichard-Perrachon S.A. (ENXTPA:CO)",2.43%,3.67,3.58,0.60,68220,113698.08
49,COFA.PA,COFACE SA (ENXTPA:COFA),1.53%,14.57,14.35,0.89,122526,137004.79
50,COV.PA,Covivio (ENXTPA:COV),2.09%,50.90,49.86,0.93,84907,91163.79
51,CRI.PA,Chargeurs SA (ENXTPA:CRI),0.51%,11.90,11.84,0.85,2620,3087.50
52,CS.PA,AXA SA (ENXTPA:CS),1.07%,33.95,33.59,0.69,1933524,2796663.71
53,DBG.PA,Derichebourg SA (ENXTPA:DBG),2.14%,5.06,4.95,1.28,165776,130000.92
54,DBV.PA,DBV Technologies S.A. (ENXTPA:DBV),0.96%,0.84,0.83,0.15,9291,63578.75
55,DEC.PA,JCDecaux SE (ENXTPA:DEC),1.56%,18.91,18.62,0.65,68524,105881.46
56,DG.PA,Vinci SA (ENXTPA:DG),0.90%,106.85,105.90,0.58,471853,807721.04
57,DIM.PA,Sartorius Stedim Biotech S.A. (ENXTPA:DIM),1.17%,177.45,175.40,0.68,47422,70023.33
58,DKUPL.PA,ADLPartner SA (ENXTPA:DKUPL),1.14%,35.40,35.00,0.44,211,482.00
59,DSY.PA,Dassault Systèmes SE (ENXTPA:DSY),-0.44%,34.25,34.40,0.69,827088,1191017.38
60,EAPI.PA,Euroapi S.A. (ENXTPA:EAPI),-7.05%,4.22,4.54,1.29,236206,182647.96
61,EDEN.PA,Edenred SE (ENXTPA:EDEN),0.79%,38.29,37.99,0.37,250349,672503.96
62,EKI.PA,EKINOPS S.A. (ENXTPA:EKI),-0.29%,3.47,3.48,0.25,3973,15608.08
63,EL.PA,EssilorLuxottica Société anonyme (ENXTPA:EL),0.42%,214.90,214.00,0.67,258321,386896.25
64,ELIOR.PA,Elior Group SA (ENXTPA:ELIOR),3.18%,3.31,3.21,0.76,292579,384608.75
65,ELIS.PA,Elis SA (ENXTPA:ELIS),1.02%,21.74,21.52,0.40,115104,284939.96
66,EN.PA,Bouygues SA (ENXTPA:EN),1.52%,32.10,31.62,0.74,393939,529012.21
67,ENGI.PA,Engie SA (ENXTPA:ENGI),0.16%,15.51,15.48,0.68,3599841,5322462.33
68,ENX.PA,Euronext N.V. (ENXTPA:ENX),-0.16%,95.05,95.20,0.55,88274,161181.00
70,ERA.PA,ERAMET S.A. (ENXTPA:ERA),0.77%,72.00,71.45,0.46,30228,66259.88
71,ERF.PA,Eurofins Scientific SE (ENXTPA:ERF),1.01%,52.20,51.68,0.96,333856,346402.12
72,ES.PA,Esso S.A.F. (ENXTPA:ES),0.16%,129.00,128.80,0.60,7347,12202.04
73,ETL.PA,Eutelsat Group (ENXTPA:ETL),1.63%,4.49,4.41,0.40,49907,124633.58
74,EXA.PA,Exail Technologies (ENXTPA:EXA),-0.22%,17.74,17.78,0.24,2396,10086.83
75,EXN.PA,Exclusive Networks SA (ENXTPA:EXN),0.43%,23.15,23.05,0.26,22483,86500.83
77,FDJ.PA,La Française des Jeux Société anonyme (ENXTPA:FDJ),0.28%,36.46,36.36,0.60,91333,153209.21
78,FGR.PA,Eiffage SA (ENXTPA:FGR),0.97%,93.42,92.52,0.54,98128,182705.83
79,FII.PA,Lisi S.A. (ENXTPA:FII),2.18%,28.10,27.50,0.65,11354,17438.88
80,FNAC.PA,Fnac Darty SA (ENXTPA:FNAC),1.91%,29.40,28.85,0.82,12032,14662.17
81,FR.PA,Valeo SE (ENXTPA:FR),1.67%,9.86,9.69,0.55,667823,1211097.04
82,FRVIA.PA,Forvia SE (ENXTPA:FRVIA),2.73%,9.70,9.44,0.73,709884,969573.46
83,GBT.PA,Guerbet SA (ENXTPA:GBT),-2.61%,33.60,34.50,0.91,7389,8151.75
84,GET.PA,Getlink SE (ENXTPA:GET),1.69%,16.22,15.95,1.05,724857,687278.08
85,GFC.PA,Gecina (ENXTPA:GFC),0.77%,98.20,97.45,0.74,78238,105667.62
86,GLE.PA,Société Générale Société anonyme (ENXTPA:GLE),1.06%,21.48,21.25,0.54,1753326,3272285.50
87,GLO.PA,GL Events SA (ENXTPA:GLO),2.63%,17.16,16.72,0.50,9469,18900.33
88,GNFT.PA,Genfit S.A. (ENXTPA:GNFT),0.90%,3.92,3.89,0.62,83330,134366.83
89,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),1.32%,23.00,22.70,0.72,94,131.42
90,GTT.PA,Gaztransport & Technigaz SA (ENXTPA:GTT),-0.66%,134.90,135.80,0.92,63126,68434.92
94,ICAD.PA,Icade (ENXTPA:ICAD),1.58%,20.56,20.24,0.58,58040,100293.04
95,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),-0.33%,455.00,456.50,0.45,1475,3286.62
97,IPN.PA,Ipsen S.A. (ENXTPA:IPN),-0.65%,106.60,107.30,0.71,47349,66375.46
98,IPS.PA,Ipsos SA (ENXTPA:IPS),1.17%,56.05,55.40,0.33,19762,59302.46
99,ITP.PA,Interparfums SA (ENXTPA:ITP),0.57%,44.35,44.10,0.60,21295,35640.83
101,JCQ.PA,Jacquet Metals SA (ENXTPA:JCQ),-0.52%,15.44,15.52,0.55,20271,36626.62
102,KER.PA,Kering SA (ENXTPA:KER),0.08%,260.00,259.80,1.23,373558,303575.58
103,KOF.PA,Kaufman & Broad S.A. (ENXTPA:KOF),2.43%,31.65,30.90,0.79,8334,10501.88
104,LACR.PA,LACROIX Group SA (ENXTPA:LACR),-0.49%,20.40,20.50,0.42,331,786.71
106,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),-0.64%,3.88,3.91,0.78,3998,5127.33
107,LI.PA,Klépierre SA (ENXTPA:LI),0.52%,26.98,26.84,0.74,452482,611256.42
108,LNA.PA,LNA Santé SA (ENXTPA:LNA),3.91%,26.55,25.55,2.21,3049,1381.42
109,LOCAL.PA,Solocal Group S.A. (ENXTPA:LOCAL),-3.33%,0.00,0.00,0.28,16450288,58666011.62
110,LR.PA,Legrand SA (ENXTPA:LR),1.25%,99.18,97.96,0.75,286743,384257.12
111,LSS.PA,Lectra SA (ENXTPA:LSS),0.73%,27.50,27.30,0.62,6987,11265.79
112,MAU.PA,Etablissements Maurel & Prom S.A. (ENXTPA:MAU),-0.19%,5.23,5.24,0.74,122653,166383.08
113,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne (ENXTPA:MC)",0.46%,681.10,678.00,0.70,263102,378558.12
114,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),-3.73%,2.19,2.28,2.19,111760,51117.96
115,MDM.PA,Maisons du Monde S.A. (ENXTPA:MDM),2.08%,3.67,3.60,0.33,10972,33405.38
116,MEDCL.PA,MedinCell S.A. (ENXTPA:MEDCL),-0.11%,18.10,18.12,0.68,49579,72477.42
117,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",-2.46%,6.34,6.50,0.52,7495,14356.08
118,MERY.PA,Mercialys SA (ENXTPA:MERY),0.17%,11.82,11.80,0.75,158799,212637.38
119,MF.PA,Wendel (ENXTPA:MF),-0.11%,89.40,89.50,0.65,21417,32729.58
120,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),6.28%,0.44,0.41,1.18,9326,7882.58
121,ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),0.79%,35.65,35.37,0.54,721655,1337340.04
122,MMT.PA,Métropole Télévision S.A. (ENXTPA:MMT),1.49%,12.26,12.08,1.29,83347,64404.33
123,MRN.PA,Mersen S.A. (ENXTPA:MRN),0.32%,31.05,30.95,0.70,16310,23155.46
124,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),1.07%,20.85,20.63,0.75,1925764,2557475.12
125,MTU.PA,Manitou BF SA (ENXTPA:MTU),1.59%,19.18,18.88,2.31,32282,13981.67
126,NACON.PA,Nacon S.A. (ENXTPA:NACON),-2.92%,1.13,1.16,1.89,112839,59817.50
127,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),8.53%,4.71,4.34,1.67,64159,38465.71
129,NEX.PA,Nexans S.A. (ENXTPA:NEX),1.00%,121.60,120.40,0.53,81747,153965.29
131,NK.PA,Imerys S.A. (ENXTPA:NK),1.77%,31.10,30.56,0.99,71650,72591.62
132,NXI.PA,Nexity SA (ENXTPA:NXI),1.69%,10.20,10.03,0.82,121501,148906.42
133,OPM.PA,OPmobility SE (ENXTPA:OPM),4.87%,8.94,8.53,1.02,194251,190105.17
134,OR.PA,L'Oréal S.A. (ENXTPA:OR),0.55%,394.40,392.25,0.64,230308,359252.00
135,ORA.PA,Orange S.A. (ENXTPA:ORA),0.98%,10.27,10.18,0.68,3421220,5055053.96
136,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),1.09%,0.37,0.37,0.35,7914,22836.42
137,ORP.PA,Orpea SA (ENXTPA:ORP),-0.23%,8.70,8.72,0.79,277441,351618.57
138,OSE.PA,OSE Immunotherapeutics SA (ENXTPA:OSE),1.57%,7.11,7.00,0.34,52633,152716.96
139,OVH.PA,OVH Groupe S.A. (ENXTPA:OVH),0.16%,6.12,6.11,0.73,64672,88449.42
140,PEUG.PA,Peugeot Invest Société anonyme (ENXTPA:PEUG),0.97%,83.30,82.50,1.93,10552,5453.88
141,PHXM.PA,PHAXIAM Therapeutics S.A. (ENXTPA:PHXM),-1.69%,1.75,1.78,2.29,10804,4712.25
142,PIG.PA,Haulotte Group SA (ENXTPA:PIG),1.10%,2.75,2.72,0.09,648,7177.92
143,PLX.PA,Pluxee N.V. (ENXTPA:PLX),-0.98%,21.28,21.50,0.60,90754,150478.79
144,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),0.68%,0.59,0.59,0.26,126441,484798.33
145,PRC.PA,Artmarket.com (ENXTPA:PRC),4.46%,4.68,4.48,1.87,4429,2371.75
146,PUB.PA,Publicis Groupe S.A. (ENXTPA:PUB),1.73%,96.66,95.02,0.65,214152,331623.92
147,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),1.13%,1.79,1.77,0.16,937,5929.62
148,PWG.PA,Prodways Group SA (ENXTPA:PWG),0.57%,0.53,0.52,2.88,38671,13437.21
149,QDT.PA,Quadient S.A. (ENXTPA:QDT),1.15%,17.56,17.36,0.51,13456,26251.12
150,RCO.PA,Rémy Cointreau SA (ENXTPA:RCO),1.61%,72.80,71.65,0.67,53502,79772.29
151,RF.PA,Eurazeo SE (ENXTPA:RF),1.05%,71.95,71.20,0.65,56831,87961.33
152,RI.PA,Pernod Ricard SA (ENXTPA:RI),0.76%,126.40,125.45,0.75,284963,379634.58
153,RMS.PA,Hermès International Société en commandite par actions (ENXTPA:RMS),-0.18%,2195.00,2199.00,0.50,30359,61171.33
154,RNO.PA,Renault SA (ENXTPA:RNO),0.28%,43.17,43.05,0.57,587967,1038968.58
155,RUI.PA,Rubis (ENXTPA:RUI),1.91%,28.86,28.32,0.75,87163,116956.50
156,RXL.PA,Rexel S.A. (ENXTPA:RXL),1.55%,22.99,22.64,0.75,468673,627339.96
157,S30.PA,Solutions 30 SE (ENXTPA:S30),2.66%,1.50,1.47,0.44,163056,370504.29
158,SAF.PA,Safran SA (ENXTPA:SAF),0.51%,197.10,196.10,0.69,330932,481718.46
159,SAN.PA,Sanofi (ENXTPA:SAN),1.34%,100.34,99.01,1.26,1696979,1350184.92
160,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),0.20%,100.00,99.80,0.46,1057,2282.67
161,SCR.PA,SCOR SE (ENXTPA:SCR),-0.79%,18.94,19.09,1.03,793579,771069.62
163,SESG.PA,SES S.A. (ENXTPA:SESG),1.10%,4.78,4.72,0.52,221973,424010.29
164,SGO.PA,Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),1.04%,77.72,76.92,0.67,541977,814878.12
165,SIGHT.PA,GenSight Biologics S.A. (ENXTPA:SIGHT),3.85%,0.38,0.36,0.93,206659,222295.04
166,SK.PA,SEB SA (ENXTPA:SK),0.59%,93.25,92.70,0.62,28186,45747.50
167,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),1.97%,2.08,2.04,0.50,89946,178685.17
168,SOI.PA,Soitec SA (ENXTPA:SOI),0.75%,106.90,106.10,0.57,42465,74305.50
169,SOLB.BR,Solvay SA (ENXTBR:SOLB),0.13%,31.27,31.23,0.45,84423,186384.33
170,SOP.PA,Sopra Steria Group SA (ENXTPA:SOP),0.30%,169.30,168.80,0.47,16450,35279.92
171,SPIE.PA,SPIE SA (ENXTPA:SPIE),0.47%,34.50,34.34,0.57,102568,181063.50
173,STLAP.PA,Stellantis N.V. (ENXTPA:STLAP),1.46%,14.96,14.75,0.44,1458030,3316794.83
174,STMPA.PA,STMicroelectronics N.V. (ENXTPA:STMPA),0.70%,28.11,27.92,0.60,1568825,2618930.42
175,SU.PA,Schneider Electric S.E. (ENXTPA:SU),0.46%,226.90,225.85,0.54,425949,790235.25
176,SW.PA,Sodexo S.A. (ENXTPA:SW),0.68%,88.45,87.85,0.70,126989,181765.38
177,TE.PA,Technip Energies N.V. (ENXTPA:TE),0.39%,20.52,20.44,0.78,257054,331299.17
178,TEP.PA,Teleperformance SE (ENXTPA:TEP),0.72%,105.55,104.80,0.45,85487,189459.75
179,TFI.PA,TF1 SA (ENXTPA:TFI),1.07%,8.05,7.97,0.54,42424,78140.04
180,TOUP.PA,Touax SCA (ENXTPA:TOUP),-0.42%,4.70,4.72,0.43,2460,5663.75
181,TRI.PA,Trigano S.A. (ENXTPA:TRI),0.75%,107.30,106.50,0.55,7274,13131.50
182,TTE.PA,TotalEnergies SE (ENXTPA:TTE),0.88%,62.16,61.62,0.85,2355294,2770987.58
183,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),0.68%,16.99,16.88,0.51,214985,420207.83
184,URW.PA,Unibail-Rodamco-Westfield SE (ENXTPA:URW),1.13%,71.80,71.00,0.46,143960,315171.46
185,VAC.PA,Pierre et Vacances SA (ENXTPA:VAC),0.72%,1.40,1.39,0.78,120173,153252.71
186,VANTI.PA,Vantiva S.A. (ENXTPA:VANTI),-1.79%,0.11,0.11,0.30,47474,157116.79
187,VCT.PA,Vicat S.A. (ENXTPA:VCT),3.10%,31.55,30.60,1.00,22864,22840.33
188,VIE.PA,Veolia Environnement SA (ENXTPA:VIE),1.76%,29.51,29.00,0.79,1211730,1542093.96
189,VIRI.PA,Viridien Société anonyme (ENXTPA:VIRI),2.99%,38.04,36.94,0.27,13374,48705.88
191,VIV.PA,Vivendi SE (ENXTPA:VIV),0.88%,9.89,9.80,0.57,1365313,2414994.38
192,VK.PA,Vallourec S.A. (ENXTPA:VK),1.18%,13.32,13.16,0.56,287519,511776.00
193,VLA.PA,Valneva SE (ENXTPA:VLA),2.62%,3.45,3.36,0.67,356161,529718.00
194,VLTSA.PA,Voltalia SA (ENXTPA:VLTSA),1.83%,8.35,8.20,1.21,110508,91129.00
196,VRLA.PA,Verallia Société Anonyme (ENXTPA:VRLA),1.24%,26.06,25.74,0.49,99446,203613.38
197,VU.PA,VusionGroup S.A. (ENXTPA:VU),1.46%,139.20,137.20,0.78,16383,20885.46
198,WAVE.PA,Wavestone SA (ENXTPA:WAVE),1.15%,52.80,52.20,0.89,7140,7986.33
199,WLN.PA,Worldline SA (ENXTPA:WLN),1.18%,8.23,8.13,0.62,867874,1395335.50
200,XFAB.PA,X-FAB Silicon Foundries SE (ENXTPA:XFAB),0.54%,5.55,5.51,0.34,59580,172710.00
