,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
142,PIG.PA,Haulotte Group SA (ENXTPA:PIG),4.53%,3.00,2.87,1.44,13076,9093.21
106,LHYFE.PA,Lhyfe SA (ENXTPA:LHYFE),4.06%,3.97,3.82,1.15,6706,5853.67
12,AKW.PA,Akwel SA (ENXTPA:AKW),3.55%,10.50,10.14,3.27,7593,2322.38
136,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),2.94%,0.35,0.34,0.24,7381,30838.75
137,ORP.PA,Orpea SA (ENXTPA:ORP),2.94%,10.20,9.90,0.47,168431,354658.83
