,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
127,NANO.PA,Nanobiotix S.A. (ENXTPA:NANO),8.53%,4.71,4.34,1.67,64159,38465.71
120,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),6.28%,0.44,0.41,1.18,9326,7882.58
5,ADOC.PA,Adocia SA (ENXTPA:ADOC),4.91%,5.77,5.50,2.17,141644,65302.38
133,OPM.PA,OPmobility SE (ENXTPA:OPM),4.87%,8.94,8.53,1.02,194251,190105.17
145,PRC.PA,Artmarket.com (ENXTPA:PRC),4.46%,4.68,4.48,1.87,4429,2371.75
