,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
170,SRP.PA,SRP Groupe S.A. (ENXTPA:SRP),9.60%,1.09,0.99,3.50,77812,22258.57
146,PWG.PA,Prodways Group SA (ENXTPA:PWG),4.74%,0.53,0.51,1.83,23548,12876.90
104,LAT.PA,Latécoère S.A. (ENXTPA:LAT),4.35%,0.01,0.01,2.02,2185870,1084459.00
93,ICAD.PA,Icade (ENXTPA:ICAD),3.66%,22.68,21.88,1.67,171895,102756.19
94,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),3.59%,390.00,376.50,1.34,6672,4973.33
