,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
125,NACON.PA,Nacon S.A. (ENXTPA:NACON),8.24%,0.92,0.85,2.71,309918,114386.86
197,WLN.PA,Worldline SA (ENXTPA:WLN),5.66%,6.23,5.90,1.44,3019927,2104457.91
145,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),5.33%,1.28,1.22,0.91,19603,21501.68
88,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),4.90%,25.70,24.50,0.13,134,995.19
123,MT.AS,ArcelorMittal S.A. (ENXTAM:MT),4.76%,22.46,21.44,1.58,3996292,2522737.00
