,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
60,EAPI.PA,Euroapi S.A. (ENXTPA:EAPI),-7.05%,4.22,4.54,1.29,236206,182647.96
32,BLV.PA,Believe S.A. (ENXTPA:BLV),-5.70%,14.24,15.10,0.18,458,2574.08
21,ASY.PA,Assystem S.A. (ENXTPA:ASY),-3.96%,50.90,53.00,0.91,9720,10647.92
114,MCPHY.PA,McPhy Energy S.A. (ENXTPA:MCPHY),-3.73%,2.19,2.28,2.19,111760,51117.96
43,CATG.PA,SA Catana Group (ENXTPA:CATG),-3.59%,5.10,5.29,0.97,34342,35342.83
