,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
73,ETL.PA,Eutelsat Group (ENXTPA:ETL),-5.96%,4.17,4.43,1.40,191507,137252.09
147,PVL.PA,Plastiques du Val de Loire (ENXTPA:PVL),-3.74%,1.80,1.87,0.30,6503,21855.17
148,PWG.PA,Prodways Group SA (ENXTPA:PWG),-3.09%,0.50,0.52,0.68,10056,14773.52
167,SMCP.PA,SMCP S.A. (ENXTPA:SMCP),-2.70%,1.80,1.85,1.22,248431,203016.78
89,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),-2.16%,22.70,23.20,0.03,23,685.00
