,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
116,MEMS.PA,"MEMSCAP, S.A. (ENXTPA:MEMS)",-10.93%,5.05,5.67,5.68,71171,12529.86
181,UBI.PA,Ubisoft Entertainment SA (ENXTPA:UBI),-7.13%,13.67,14.72,2.85,1440894,504695.05
153,RUI.PA,Rubis (ENXTPA:RUI),-5.06%,24.02,25.30,4.13,665395,160950.43
64,ELIS.PA,Elis SA (ENXTPA:ELIS),-4.82%,18.56,19.50,2.91,1023376,351368.48
53,DBV.PA,DBV Technologies S.A. (ENXTPA:DBV),-4.69%,0.77,0.81,1.87,45839,24526.29
