,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
144,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),-7.54%,0.64,0.69,2.41,897661,372017.12
120,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),-6.71%,0.46,0.49,2.18,26607,12221.75
32,BLV.PA,Believe S.A. (ENXTPA:BLV),-5.16%,13.60,14.34,0.51,1670,3286.67
168,SOI.PA,Soitec SA (ENXTPA:SOI),-4.52%,107.70,112.80,0.78,67543,86872.08
178,TEP.PA,Teleperformance SE (ENXTPA:TEP),-4.47%,100.50,105.20,1.05,256277,243342.12
