,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
1,ABNX.PA,ABIONYX Pharma SA (ENXTPA:ABNX),3.13%,1.32,1.28,3.58,77991,21803.50
136,OREGE.PA,Orege Société Anonyme (ENXTPA:OREGE),0.57%,0.35,0.35,3.03,93991,31022.67
120,MHM.PA,MyHotelMatch S.A. (ENXTPA:MHM),-7.41%,0.43,0.46,2.51,30753,12229.58
35,BOI.PA,Boiron SA (ENXTPA:BOI),-2.71%,30.55,31.40,2.19,3375,1539.46
24,AVT.PA,Avenir Telecom S.A. (ENXTPA:AVT),-7.40%,0.09,0.09,2.09,308027,147411.25
