,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
94,IDL.PA,ID Logistics Group SA (ENXTPA:IDL),-6.34%,376.50,402.00,7.77,36286,4671.04
88,GRVO.PA,Graines Voltz S.A. (ENXTPA:GRVO),-1.38%,21.50,21.80,5.07,2940,579.61
21,ATE.PA,Alten S.A. (ENXTPA:ATE),-0.11%,91.45,91.55,3.85,121367,31492.09
158,SCHP.PA,Séché Environnement SA (ENXTPA:SCHP),-3.69%,91.40,94.90,3.67,8105,2209.91
99,IVA.PA,Inventiva S.A. (ENXTPA:IVA),-4.13%,2.09,2.18,3.46,54780,15832.52
