,Ticker,Name,Latest Return,Latest Close,Previous Close,Volume Index,Latest Volume,Average Volume
144,POXEL.PA,Poxel S.A. (ENXTPA:POXEL),18.56%,0.69,0.58,4.85,1695084,349163.04
1,ABNX.PA,ABIONYX Pharma SA (ENXTPA:ABNX),5.93%,1.25,1.18,4.18,81339,19444.17
109,LOCAL.PA,Solocal Group S.A. (ENXTPA:LOCAL),9.68%,0.00,0.00,3.34,113244975,33949964.04
58,DKUPL.PA,ADLPartner SA (ENXTPA:DKUPL),1.18%,34.40,34.00,2.61,1737,665.91
84,GET.PA,Getlink SE (ENXTPA:GET),0.41%,15.94,15.88,2.21,1579631,715540.87
